,URW NA Equity,VIE FP Equity,VIV FP Equity,ORA FP Equity,EN FP Equity,SOLB BB Equity,AC FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,LG FP Equity,ENGI FP Equity,FR FP Equity,FTI FP Equity,STM FP Equity,SU FP Equity,SW FP Equity,ACA FP Equity,AI FP Equity,AIR FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,SGO FP Equity,LI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,GLE FP Equity,GTO NA Equity,HOLN FP Equity,KER FP Equity,ALO FP Equity,ALU FP Equity,ATO FP Equity,BN FP Equity,TEC FP Equity,TTE FP Equity,UG FP Equity,UL NA Equity,MT NA Equity,NOKIA FP Equity,OR FP Equity,BNP FP Equity,CA FP Equity,CAP FP Equity,CS FP Equity,DG FP Equity,DSY FP Equity,EDF FP Equity,EL FP Equity
2019-03-14,148.5,19.322,7.5386,13.785,31.8,100.5,37.45,50.5,157.5,575.0,59.96,13.3,26.55,15.2143,13.925,69.82,97.7,10.952,92.9339,117.0,58.8,117.4,77.9253,32.7,30.92,60.18,315.6,26.0,27.0,50.98,44.64,494.6,35.3841,3.5,63.277,68.71,67.4,51.45,21.87,190.0,18.848,5.46,232.6,43.84,17.145,106.25,22.465,85.82,26.16,12.396,105.85
2019-03-15,149.34,19.3316,7.5299,14.155,32.68,100.55,38.02,50.36,158.8,584.0,59.96,13.515,27.34,15.1919,14.62,70.72,99.6,11.042,94.0083,117.68,59.68,118.8,79.1188,33.105,30.94,60.28,318.6,26.425,27.295,51.02,44.86,496.3,35.6437,3.5,65.3338,69.05,67.4,51.7,22.16,190.0,19.126,5.596,236.1,44.285,16.925,107.9,22.795,86.28,26.51,12.3625,106.4
2019-03-18,149.9,19.3991,7.5415,14.27,32.78,101.25,38.0,50.46,157.9,582.0,59.96,13.5,27.18,15.3482,14.25,70.34,100.1,11.326,92.9752,118.0,60.28,119.85,78.7906,32.945,31.28,59.94,317.15,26.2125,27.97,51.0,44.82,496.0,36.404,3.5,65.5909,69.13,67.4,52.27,22.28,190.0,19.55,5.544,235.2,45.1,16.97,107.35,22.8,86.76,25.99,12.2621,105.2
2019-03-19,150.04,19.5534,7.591,14.36,32.33,102.2,38.04,50.82,157.05,590.2,59.96,13.44,28.0,15.4003,14.4,71.14,101.0,11.31,92.438,119.0,61.6,121.25,79.1188,32.665,31.2,60.38,320.3,26.4625,27.975,50.98,45.21,509.4,36.4968,3.5,65.7421,68.78,67.4,51.54,22.89,190.0,19.914,5.598,234.7,45.11,17.045,106.75,22.845,85.88,26.2,12.1426,105.5
2019-03-20,149.38,19.269,7.527,14.355,31.96,100.7,37.55,50.24,157.9,596.6,59.96,13.475,27.1,15.4523,14.225,70.26,100.4,11.112,93.0992,117.86,60.56,120.9,78.9697,32.565,30.8,59.88,318.2,25.9125,27.24,50.98,45.04,502.8,36.302,3.5,65.9387,68.96,67.4,50.36,22.15,190.0,19.35,5.458,235.2,44.19,17.04,106.35,22.675,85.84,26.13,11.9801,105.0
2019-03-21,151.92,19.4377,7.5183,14.545,32.44,100.15,37.95,49.85,160.1,592.2,59.96,13.45,27.17,15.5714,14.85,70.18,97.78,10.922,93.3471,118.56,59.78,120.95,79.3078,32.365,30.88,60.18,317.8,26.1125,26.575,51.0,44.88,500.0,36.3206,3.5,65.9992,69.41,67.4,50.48,22.2,190.0,19.418,5.508,237.3,43.04,17.005,106.7,22.605,86.08,26.19,12.0279,98.12
2019-03-22,152.14,19.2497,7.4165,14.41,31.7,96.4,36.96,48.7,157.5,583.2,59.96,13.245,26.19,15.0506,14.53,67.74,96.96,10.51,91.4463,114.6,57.58,118.1,77.8856,31.13,30.66,58.62,313.45,25.7375,25.525,50.96,43.52,492.2,35.5231,3.5,64.6381,67.7,67.4,49.43,21.75,190.0,18.368,5.238,234.7,41.625,16.9,103.75,22.33,84.84,25.98,11.9227,97.96
2019-03-25,150.5,19.0472,7.402,14.325,31.47,95.12,36.87,47.83,158.6,588.6,59.96,13.3,25.93,15.1101,13.97,68.3,96.78,10.47,92.6446,114.04,56.5,117.85,77.5375,30.73,30.63,58.82,317.7,25.8,25.4,51.0,43.6,497.4,35.1522,3.5,63.6399,67.13,67.4,49.25,21.12,190.0,18.216,5.162,234.8,41.525,16.455,101.65,22.295,84.88,25.84,11.741,97.0
2019-03-26,153.0,19.1388,7.5008,14.4,31.57,96.0,36.62,47.66,159.9,590.0,59.96,13.23,26.12,15.3928,14.13,68.72,97.02,10.492,93.3471,116.34,56.88,118.1,77.9055,31.08,30.84,58.94,322.8,25.975,25.475,50.98,43.5,504.2,35.5602,3.5,65.1372,67.78,67.4,49.585,21.06,190.0,17.936,5.116,238.3,41.425,16.525,105.0,22.37,86.04,26.49,11.7267,98.82
2019-03-27,147.96,19.1822,7.4921,14.4,31.62,96.26,36.13,47.91,159.35,590.0,59.96,13.295,26.0,15.3556,13.195,68.98,97.4,10.866,93.0992,115.48,58.49,116.9,77.2689,32.04,31.41,59.06,322.9,26.175,25.97,50.96,43.63,502.0,35.5973,3.5,63.7458,67.54,67.4,49.36,21.63,190.0,17.952,5.138,238.4,42.325,16.715,102.7,22.48,86.24,25.71,11.7984,98.6
2019-03-28,145.86,19.1002,7.495,14.36,31.27,95.86,35.77,47.53,160.0,589.8,59.96,13.24,25.49,15.2961,12.73,68.68,97.2,10.66,93.3058,116.26,57.89,118.65,78.2834,31.785,31.15,58.66,324.1,25.9625,25.47,50.96,43.82,503.4,35.5602,3.5,63.6097,68.12,67.4,49.295,21.32,190.0,17.726,5.038,238.6,41.985,16.275,106.6,22.255,85.56,26.14,11.5355,96.0
2019-03-29,146.14,19.2159,7.5096,14.5,31.85,96.38,36.11,47.73,160.0,588.2,59.96,13.28,25.85,15.5044,13.165,69.94,98.16,10.77,93.6777,117.9,58.91,122.25,78.3132,32.31,31.18,59.66,327.9,26.35,25.775,50.98,44.02,511.2,35.8106,3.5,65.0313,68.69,67.4,49.52,21.74,190.0,18.058,5.086,239.8,42.61,16.65,108.1,22.43,86.72,26.55,11.655,97.38
2019-04-01,148.5,19.3027,7.4863,14.585,32.63,99.38,36.5,46.01,158.5,597.4,59.96,13.315,27.47,15.9508,13.73,70.74,98.82,11.085,94.2149,117.76,60.65,123.2,78.4226,33.275,31.71,60.14,333.25,27.325,26.525,50.95,44.89,522.1,36.4318,3.5,66.5588,68.34,67.4,50.0,22.65,190.0,19.098,5.114,240.4,43.48,16.77,109.85,22.705,87.5,26.68,11.7841,97.2
2019-04-02,149.85,19.3123,7.4979,14.605,32.72,100.8,37.09,46.86,160.8,600.0,59.96,13.35,28.24,16.0698,14.105,71.68,98.94,11.165,94.2975,117.22,61.24,122.35,78.8105,33.535,31.99,60.48,334.5,27.4375,26.615,50.95,44.72,526.4,37.118,3.5,65.2582,68.5,67.4,49.98,23.03,190.0,19.32,5.147,238.6,43.905,16.64,108.6,22.965,88.0,26.66,11.9275,96.84
2019-04-03,150.15,19.6594,7.6462,14.83,33.16,102.05,37.46,47.1,160.4,600.6,59.96,13.47,28.93,15.9136,14.905,73.06,101.95,11.375,95.4959,118.54,62.03,125.05,78.2834,34.48,32.24,61.38,334.0,27.8125,26.845,50.95,45.44,524.2,37.4147,3.5,65.7572,68.92,67.4,50.0,23.23,190.0,19.83,5.262,240.2,44.515,16.745,109.9,23.34,89.36,27.06,11.8605,97.26
2019-04-04,151.95,19.6594,7.6113,14.85,33.16,101.75,37.34,46.94,160.0,597.6,59.96,13.47,29.39,15.8987,15.135,73.02,99.86,11.47,95.6198,117.82,62.37,124.0,78.1442,34.81,32.17,61.4,333.55,27.975,26.98,50.95,45.16,522.5,37.1087,3.5,65.6665,68.4,67.4,49.87,23.31,190.0,19.768,5.252,241.3,44.875,16.855,108.5,23.37,88.86,26.66,11.4781,97.24
2019-04-05,150.9,19.7173,7.6811,14.86,33.24,103.6,37.37,46.53,160.2,597.4,59.96,13.44,29.86,16.5237,15.56,72.84,101.75,11.34,96.3223,118.68,62.16,125.45,78.0646,35.1,32.01,61.54,336.05,27.875,26.65,50.95,45.14,530.1,36.9882,3.5,65.4245,67.9,67.4,50.29,23.23,190.0,19.998,5.243,240.0,44.505,16.735,108.9,23.25,89.3,26.63,11.6454,96.1
2019-04-08,149.1,19.5727,7.5735,14.815,33.28,102.75,36.83,45.83,160.4,597.4,59.96,13.545,29.22,16.7097,15.645,72.68,101.35,11.315,96.4463,120.74,61.7,123.0,78.0646,34.93,31.54,61.74,332.0,27.85,26.52,51.0,45.05,526.6,36.914,3.5,64.8347,68.54,67.4,50.6,23.17,190.0,19.844,5.235,240.3,44.45,16.745,109.4,23.245,88.82,26.9,11.4255,96.4
2019-04-09,147.9,19.6016,7.5968,14.86,33.1,102.7,36.63,46.2,159.85,589.0,59.96,13.58,28.82,16.3972,15.505,72.6,100.1,11.355,95.7851,118.5,60.99,121.35,77.8259,34.645,31.25,61.2,327.3,27.6,26.595,50.95,44.74,517.8,36.6173,3.5,62.8081,68.54,67.4,50.23,22.95,190.0,19.66,5.197,240.0,44.58,16.385,108.65,23.16,88.0,26.74,11.3968,97.06
2019-04-10,153.25,19.7944,7.652,14.68,33.71,103.2,36.87,46.53,160.0,588.6,59.96,13.605,28.34,16.4195,15.6,73.22,101.45,11.38,96.3223,116.5,60.83,120.9,77.5375,35.0,32.05,61.44,329.75,28.025,26.26,50.95,45.44,523.6,36.8677,3.5,63.6097,69.0,67.4,50.37,22.91,190.0,19.7,5.155,242.5,44.2,16.215,109.35,23.175,89.44,26.59,11.8175,96.86
2019-04-11,156.0,19.8137,7.652,14.61,33.9,104.9,37.69,46.79,160.15,592.0,59.96,13.375,29.29,16.2633,15.7,73.3,104.35,11.58,95.5785,117.5,61.33,120.45,76.7219,35.555,32.69,61.96,344.95,28.5125,26.93,50.95,46.01,535.3,36.8584,3.5,67.7535,69.14,67.4,50.08,23.48,190.0,19.598,5.18,240.2,44.805,16.44,111.0,23.28,89.5,26.58,11.7315,98.74
2019-04-12,154.5,19.7269,7.6404,14.56,34.0,107.25,37.13,47.19,158.8,599.4,59.96,13.2,30.24,16.3897,16.055,73.64,104.55,11.94,95.5785,118.6,62.23,122.0,74.9913,35.88,32.03,62.0,342.9,29.0875,28.0,50.95,45.72,530.4,37.7486,3.5,68.2526,69.4,67.4,49.99,23.93,190.0,20.055,5.2,240.3,46.315,16.78,111.4,23.34,89.66,26.81,11.5833,101.0
2019-04-15,155.0,19.9294,7.6666,14.64,34.49,108.2,36.86,47.75,158.95,600.0,59.96,13.315,30.39,16.1963,15.865,73.88,102.6,12.2,95.8264,117.24,62.17,121.25,74.5935,36.12,32.39,62.24,342.95,28.9875,27.985,51.2,45.93,531.6,37.6744,3.5,70.2943,69.98,67.4,50.07,24.09,190.0,20.135,4.9855,238.5,46.85,16.865,112.25,23.45,89.3,26.88,11.9323,101.6
2019-04-16,156.5,20.3151,7.5096,14.58,34.82,109.35,37.08,49.52,156.1,604.6,59.96,13.295,30.65,16.107,16.205,74.08,101.65,12.37,96.3636,117.92,62.03,121.65,74.693,36.76,32.5,62.76,346.3,29.375,28.54,51.45,45.98,532.9,37.7949,3.5,69.3718,69.68,67.4,49.555,24.21,190.0,20.44,5.016,240.3,47.66,17.0,111.8,23.545,89.8,26.82,12.0852,103.75
2019-04-17,155.1,20.4886,7.4659,14.57,34.99,110.75,37.75,50.8,156.35,606.8,59.96,13.3,31.65,16.2633,16.485,74.96,102.35,12.315,96.8182,119.04,63.29,122.9,72.664,36.915,32.29,63.5,350.85,29.5,29.0,51.15,45.97,537.5,37.6187,3.5,70.4758,69.6,67.4,50.09,24.55,190.0,21.285,5.075,242.7,48.44,16.765,111.5,23.7,89.68,26.83,12.286,107.1
2019-04-18,154.65,20.2958,7.527,14.625,35.0,110.25,37.73,51.58,154.7,610.0,59.96,13.335,32.42,16.1814,16.605,77.0,102.85,12.47,97.7686,120.24,63.87,123.75,72.475,36.87,32.03,64.46,352.3,29.3625,29.015,51.2,46.62,510.4,37.6836,3.5,71.3983,70.4,67.4,50.3,24.83,190.0,21.04,5.137,243.2,48.985,16.715,111.35,23.735,89.36,27.09,12.2669,108.15
2019-04-19,154.65,20.2958,7.527,14.625,35.0,110.25,37.73,51.58,154.7,610.0,59.96,13.335,32.42,16.1814,16.605,77.0,102.85,12.47,97.7686,120.24,63.87,123.75,72.475,36.87,32.03,64.46,352.3,29.3625,29.015,51.2,46.62,510.4,37.6836,3.5,71.3983,70.4,67.4,50.3,24.83,190.0,21.04,5.137,243.2,48.985,16.715,111.35,23.735,89.36,27.09,12.2669,108.15
2019-04-22,154.65,20.2958,7.527,14.625,35.0,110.25,37.73,51.58,154.7,610.0,59.96,13.335,32.42,16.1814,16.605,77.0,102.85,12.47,97.7686,120.24,63.87,123.75,72.475,36.87,32.03,64.46,352.3,29.3625,29.015,51.2,46.62,510.4,37.6836,3.5,71.3983,70.4,67.4,50.3,24.83,190.0,21.04,5.137,243.2,48.985,16.715,111.35,23.735,89.36,27.09,12.2669,108.15
2019-04-23,150.85,20.4597,7.4834,14.485,34.42,110.15,38.66,51.76,155.5,613.0,59.96,13.265,31.73,16.8808,16.02,76.12,103.4,12.165,97.4793,122.8,62.73,125.2,73.768,36.485,31.74,64.74,349.1,28.9625,28.275,51.25,46.34,531.6,37.9711,3.5,71.2622,71.08,67.4,51.22,24.71,190.0,20.445,5.108,243.1,48.11,16.675,112.0,23.72,88.3,27.3,12.1426,109.3
2019-04-24,155.5,20.3633,7.4601,14.245,34.84,109.1,38.05,52.0,156.75,619.0,59.96,13.025,31.19,16.6799,16.84,76.42,103.7,12.045,97.3554,122.2,60.5,125.8,73.9371,36.185,32.62,64.36,350.95,28.625,27.52,51.2,46.08,533.1,37.0902,3.5,70.748,71.1,67.4,50.04,24.29,190.0,20.16,5.178,245.0,47.15,16.755,114.0,23.645,89.9,28.45,11.9179,107.1
2019-04-25,155.35,20.4404,7.4369,14.315,34.7,107.7,37.86,51.34,156.35,617.8,59.96,13.0,30.83,16.6501,16.56,76.46,104.1,12.015,98.3471,121.9,59.56,125.15,73.221,35.725,32.24,64.1,347.85,28.8375,27.54,51.25,45.73,529.3,36.8584,3.5,71.6101,71.46,67.4,49.905,23.55,190.0,19.796,4.689,243.7,46.765,17.35,114.0,23.7,88.7,28.48,11.8558,107.55
2019-04-26,155.95,20.4597,7.5154,14.365,34.87,107.65,37.91,53.24,155.75,620.0,59.96,13.12,32.88,16.3674,16.215,76.34,103.9,12.125,98.1405,121.86,60.91,129.35,75.787,36.14,32.29,64.58,346.45,29.0375,27.7,50.95,45.96,529.4,36.9047,3.5,70.6119,71.56,67.4,49.345,23.27,190.0,19.4,4.7655,241.9,46.9,17.275,108.25,23.65,89.32,27.96,11.9609,107.85
2019-04-29,154.45,20.4019,7.5561,14.385,35.12,107.75,38.36,53.54,156.45,621.2,59.96,13.025,33.11,16.8064,16.155,76.76,102.65,12.39,97.5207,123.02,61.03,129.1,77.07,36.44,32.21,65.32,345.35,29.1,28.43,51.2,46.12,525.0,36.9882,3.5,70.3246,71.62,67.4,48.595,23.37,190.0,19.576,4.745,242.9,47.665,17.185,109.85,23.68,89.2,27.72,12.0422,108.65
2019-04-30,153.25,20.3054,7.5212,13.965,33.54,107.15,37.56,52.88,155.35,627.2,59.96,13.205,32.37,16.4493,16.375,75.46,102.25,12.23,97.9752,121.88,60.82,129.9,77.07,36.44,31.67,65.52,349.05,28.7875,28.22,51.05,45.91,527.0,36.3484,3.5,69.402,72.08,67.4,49.545,23.36,190.0,19.328,4.6575,245.1,47.45,17.37,108.1,23.745,90.02,28.21,12.2765,108.5
2019-05-01,153.25,20.3054,7.5212,13.965,33.54,107.15,37.56,52.88,155.35,627.2,59.96,13.205,32.37,16.4493,16.375,75.46,102.25,12.23,97.9752,121.88,60.82,129.9,77.07,36.44,31.67,65.52,349.05,28.7875,28.22,51.05,45.91,527.0,36.3484,3.5,69.402,72.08,67.4,49.545,23.36,190.0,19.328,4.6575,245.1,47.45,17.37,108.1,23.745,90.02,28.21,12.2765,108.5
2019-05-02,153.8,20.5079,7.4979,14.105,33.67,105.1,37.83,53.38,154.35,618.0,59.96,13.21,32.24,15.5714,16.395,73.96,102.2,12.34,97.9339,119.98,60.91,126.9,76.6125,36.33,31.74,62.16,351.0,28.6125,28.38,51.2,46.21,520.2,36.2835,3.5,70.4455,71.82,67.4,49.38,22.9,190.0,18.62,4.6075,238.7,48.0,17.325,107.4,22.63,89.18,27.34,12.0374,106.9
2019-05-03,150.9,20.6718,7.4311,13.93,33.33,105.5,37.68,52.86,155.2,621.4,59.96,13.255,32.26,15.6904,16.425,74.5,101.95,12.38,97.9752,119.56,60.27,126.95,77.1993,36.12,31.47,62.38,355.05,28.475,28.7,51.4,46.26,526.0,35.9219,3.5,67.96,72.46,67.4,49.17,22.64,190.0,18.816,4.5955,241.3,48.255,17.165,107.3,23.07,88.38,27.08,11.9466,106.5
2019-05-06,151.25,20.4501,7.3904,13.88,32.9,103.65,36.9,52.54,155.0,618.0,59.96,13.165,30.97,15.497,15.615,73.54,101.8,12.255,97.3554,119.7,58.87,127.05,76.2942,35.485,31.38,61.36,344.4,28.0,28.18,51.2,45.14,513.0,35.8384,3.5,68.88,72.44,67.4,47.99,22.16,190.0,18.37,4.5625,240.4,47.885,17.115,104.15,22.815,87.54,27.24,11.8271,107.3
2019-05-07,149.55,20.8261,7.3031,13.91,32.78,96.72,36.49,52.76,154.9,611.6,59.96,13.155,30.17,15.0729,15.335,72.54,102.0,12.085,95.6198,117.54,58.29,124.55,75.8168,34.7,31.43,61.4,335.05,27.6875,27.085,51.2,44.57,507.2,36.2557,3.5,66.3,69.86,67.4,46.705,21.76,190.0,17.808,4.479,236.1,46.875,17.58,104.15,22.505,86.62,26.85,12.004,105.8
2019-05-08,148.15,20.3151,7.3874,13.95,33.15,94.46,36.57,52.28,157.05,618.8,59.96,13.135,29.94,15.311,15.56,72.82,100.25,12.115,95.3719,118.8,58.02,124.25,75.9163,34.875,31.1,61.02,339.6,27.65,26.9,51.2,44.77,515.7,36.812,3.5,68.24,70.02,67.4,46.98,21.78,190.0,17.77,4.441,238.3,46.82,17.615,104.7,22.345,86.64,27.23,11.8319,106.95
2019-05-09,146.6,19.9294,7.2334,13.885,32.58,91.82,35.96,51.22,154.4,607.8,59.96,12.995,28.59,14.939,14.78,71.28,100.3,11.565,93.4711,116.8,56.21,122.4,72.9823,33.965,30.92,60.0,331.85,26.85,26.285,51.15,44.08,501.6,36.5802,3.5,67.24,69.46,67.4,46.605,21.24,190.0,16.688,4.362,235.8,45.42,17.5,102.3,22.11,85.22,27.03,11.655,106.0
2019-05-10,145.75,19.9583,7.1985,13.73,32.57,91.28,35.08,51.0,153.6,608.6,59.96,13.12,28.55,14.9539,14.915,71.3,100.05,11.555,93.843,117.5,55.73,123.05,72.3259,34.015,30.85,60.1,333.55,27.4875,26.09,51.2,45.26,507.1,35.8199,3.5,68.38,69.82,67.4,46.87,21.16,190.0,16.24,4.32,235.0,45.49,17.53,104.4,22.1,85.84,27.16,11.6263,110.2
2019-05-13,143.1,20.074,7.1578,13.52,31.83,89.12,34.3,49.66,152.95,598.6,59.96,13.195,27.05,14.7604,14.17,70.02,99.24,11.26,93.6364,115.52,54.37,120.2,72.5646,33.39,30.53,59.48,323.75,26.6,25.51,51.2,44.34,491.0,35.1151,3.5,67.78,69.68,67.4,46.865,20.62,190.0,15.4,4.2515,235.7,44.78,17.315,103.65,21.955,85.08,26.54,11.6167,110.35
2019-05-14,144.25,19.2641,7.2043,13.66,32.15,89.0,34.9,50.12,154.4,607.0,59.96,13.44,27.89,15.1101,15.09,71.92,99.5,11.365,95.2066,119.0,53.11,121.4,73.0022,33.835,30.79,60.6,334.3,27.3125,25.795,51.5,46.0,508.5,35.3284,3.5,70.26,69.94,67.4,47.4,21.07,190.0,15.38,4.2745,237.3,45.48,17.495,106.4,22.15,87.0,27.02,11.9944,109.0
2019-05-15,143.25,19.3798,7.2217,13.65,32.92,89.62,34.8,50.72,155.5,612.6,59.96,13.61,28.38,15.0432,15.635,72.16,99.96,11.07,95.0413,120.88,52.59,124.3,73.4199,34.045,31.15,60.9,337.15,28.1,25.63,51.25,47.13,516.6,35.7086,3.5,70.58,70.06,67.4,47.73,21.41,190.0,15.3,4.249,239.7,45.255,17.605,104.35,22.245,88.38,26.83,12.1665,108.55
2019-05-16,144.0,19.4088,7.2624,13.78,33.39,90.88,34.65,50.72,158.9,615.0,59.96,13.82,27.61,15.3779,15.765,73.26,100.7,11.32,97.686,122.5,52.0,126.15,74.6333,34.49,31.54,61.7,341.2,27.8375,25.995,51.25,47.42,521.9,36.4689,3.5,71.1,71.16,67.4,48.605,21.36,190.0,15.206,4.4125,244.5,45.95,17.55,107.05,22.61,89.2,27.73,12.1665,109.95
2019-05-17,142.1,19.3702,7.2392,13.825,32.95,89.34,34.96,50.5,160.55,620.0,59.96,13.58,27.15,15.2812,15.585,72.68,101.95,11.2,97.6033,121.0,51.69,125.75,74.8223,34.1,31.2,61.62,340.85,27.5,25.715,51.25,47.46,522.0,36.5338,3.5,71.62,71.2,67.4,49.17,21.37,190.0,14.622,4.4365,243.6,45.375,17.35,106.25,22.605,89.48,28.26,12.1856,109.95
2019-05-20,141.35,19.3027,7.1403,13.96,32.44,87.94,34.3,50.32,158.8,603.4,59.96,13.555,26.28,15.1919,14.17,72.22,101.35,11.07,93.5124,119.08,50.64,124.8,73.9371,33.975,30.7,60.82,330.05,27.0,25.085,51.2,45.49,503.2,36.2093,3.5,69.08,70.54,67.4,49.225,21.0,190.0,14.426,4.506,241.2,44.625,17.06,103.8,22.415,88.92,27.5,11.9705,108.45
2019-05-21,141.3,19.5341,7.1665,13.885,32.59,86.5,34.39,50.54,160.8,615.2,59.96,12.835,26.85,15.7276,14.76,73.18,102.5,11.205,93.6777,118.26,51.38,123.15,73.5492,33.84,31.02,61.52,335.15,26.4625,25.24,51.25,45.76,510.1,36.7471,3.5,70.92,71.2,67.4,49.765,21.29,190.0,14.952,4.57,241.3,44.995,17.12,104.85,22.58,89.4,27.84,11.9992,107.15
2019-05-22,139.5,19.6209,7.1374,13.87,32.32,86.1,34.48,50.84,161.9,617.6,59.96,12.82,26.63,15.3035,14.555,73.12,101.6,10.98,94.7934,118.22,50.95,123.5,74.494,33.65,30.53,62.1,336.3,26.4625,25.025,51.25,45.75,508.5,36.9789,3.5,72.82,71.02,67.4,49.005,20.87,190.0,14.662,4.574,243.1,44.51,17.06,106.7,22.435,89.42,28.05,11.7793,106.8
2019-05-23,135.6,19.3702,6.8525,13.78,31.7,85.04,34.16,49.65,161.75,605.0,59.96,12.55,25.8,14.6191,13.73,71.9,102.0,10.675,92.9752,114.88,49.97,119.35,74.494,33.125,29.74,61.18,334.0,25.8875,24.6,51.3,44.59,491.2,36.7842,3.5,70.58,70.8,67.4,47.39,20.49,190.0,14.01,4.418,242.1,43.65,16.86,102.65,22.155,88.42,27.42,11.4924,105.9
2019-05-24,138.4,19.6594,6.8612,13.95,31.9,85.0,33.95,49.39,162.8,603.0,59.96,12.62,26.03,14.5559,13.66,73.9,102.0,10.185,93.9669,116.54,49.985,121.9,74.7526,33.2,30.61,61.44,336.5,26.375,24.655,51.25,44.74,482.7,36.9697,3.5,71.0,71.8,67.4,47.555,20.59,190.0,14.142,4.4885,243.2,43.905,16.68,103.4,22.305,90.04,27.35,11.545,106.1
2019-05-27,138.9,19.9391,6.8031,14.02,31.84,85.88,34.03,49.57,163.05,606.0,59.96,12.75,26.52,14.6749,13.705,73.84,102.4,10.35,94.5868,116.84,56.03,121.8,75.1604,33.225,30.79,61.58,338.65,26.475,23.045,51.25,44.48,485.95,37.4055,3.5,71.48,71.96,67.4,47.85,19.92,190.0,14.244,4.561,244.5,44.2,16.77,103.55,22.38,90.44,27.2,11.6837,106.2
2019-05-28,137.95,20.0162,6.8699,14.03,31.45,85.8,34.15,50.12,162.5,605.2,59.96,12.7,26.69,14.66,13.54,73.68,102.0,10.31,93.3884,116.32,56.5,119.25,73.8376,33.11,31.02,61.96,342.6,26.725,22.595,51.2,44.15,479.25,37.5631,3.5,70.94,72.26,67.4,47.52,20.84,190.0,14.124,4.506,243.5,44.285,16.895,102.1,22.195,89.6,26.72,11.4877,104.0
2019-05-29,136.35,19.8041,6.8758,13.935,31.5,84.58,33.23,49.0,160.75,595.4,59.96,12.52,25.56,14.3847,13.495,71.24,101.5,10.22,92.5207,114.38,56.85,117.15,72.8629,32.42,30.47,60.64,338.2,25.7875,22.55,51.2,43.33,461.1,37.6744,3.5,69.2,71.4,67.4,46.835,20.33,190.0,13.536,4.4095,240.3,41.325,16.83,100.3,22.06,88.08,26.45,11.7936,103.2
2019-05-30,134.95,19.7848,7.0066,14.045,31.88,84.72,33.29,49.52,161.8,598.6,59.96,12.5,24.19,14.3513,13.585,71.62,102.6,10.32,93.3471,115.24,56.49,118.1,72.7933,32.775,30.3,60.98,341.65,25.9,22.565,51.2,43.72,474.55,37.7856,3.5,69.0,71.84,67.4,46.84,20.1,190.0,13.524,4.56,241.9,41.35,16.87,100.8,22.17,88.82,26.6,11.7458,103.65
2019-05-31,135.35,19.968,7.0153,14.04,31.33,84.08,33.04,48.9,157.8,594.8,59.96,12.45,23.68,13.9867,13.695,70.8,103.0,10.23,92.1488,114.86,53.92,117.7,71.8485,32.415,30.47,60.14,338.6,25.7375,22.46,51.2,42.79,465.95,37.9062,3.5,68.22,71.4,67.4,46.64,19.97,190.0,13.26,4.4935,240.4,40.875,16.84,100.1,22.08,88.46,26.57,12.0087,103.15
2019-06-03,134.7,20.1897,7.0967,14.15,31.14,84.46,32.69,49.18,159.0,597.6,59.96,12.515,23.76,14.0388,13.745,71.86,102.9,10.17,93.2645,117.16,54.25,119.05,73.3503,32.675,30.42,59.46,340.5,25.4625,22.395,51.2,42.86,466.55,37.6187,3.5,68.06,72.96,67.4,46.71,19.98,190.0,13.318,4.436,241.5,40.815,16.92,98.76,21.8,88.94,26.7,12.1474,105.0
2019-06-04,136.4,19.9101,7.0502,13.81,31.44,86.18,32.84,49.53,156.3,595.6,59.96,12.655,24.63,14.2583,14.13,72.06,102.0,10.52,94.4628,118.48,56.57,120.35,73.2807,32.995,30.56,59.96,342.1,26.0125,22.72,51.2,43.72,468.45,37.9433,3.5,68.4,71.82,67.4,47.22,20.46,190.0,13.858,4.453,239.8,41.995,17.025,97.8,22.29,89.24,25.92,11.894,103.55
2019-06-05,138.3,20.2379,7.1287,13.9,31.53,85.0,33.5,49.25,159.0,606.0,59.96,12.945,24.66,14.0053,13.995,72.3,103.55,10.415,94.3802,118.7,56.2,120.75,73.3105,33.375,30.86,60.5,349.5,26.1875,22.42,51.2,44.07,471.4,38.2771,3.5,69.4,71.7,67.4,46.875,20.6,190.0,13.51,4.416,242.2,41.73,16.9,98.08,22.2,89.32,26.48,12.0326,105.9
2019-06-06,135.0,20.2862,7.0095,13.625,31.18,84.6,33.72,49.0,157.4,607.2,59.96,12.99,24.32,14.3587,13.805,71.94,104.1,10.24,94.3802,117.96,52.6,119.95,74.6134,33.11,29.19,60.38,350.35,26.0,22.305,51.2,43.94,470.95,38.546,3.5,68.8,71.58,67.4,47.24,20.6,190.0,13.266,4.411,242.1,41.005,16.515,97.08,22.17,89.14,26.37,11.7458,105.7
2019-06-07,136.4,20.5754,7.1054,13.725,31.65,86.58,34.25,49.58,160.2,611.4,59.96,13.215,24.38,14.5893,14.125,73.16,104.15,10.29,96.6116,120.92,53.69,122.35,77.8955,33.565,29.42,61.94,357.05,26.0125,22.105,51.2,44.25,479.6,38.7871,3.5,70.12,72.26,67.4,47.795,20.54,190.0,13.484,4.444,245.1,40.815,16.78,99.36,22.4,90.28,27.07,12.0948,107.0
