,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,STLAP FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2015-01-15,10.525,75.594,19.49,48.2,46.27,24.9385,54.75,46.085,61.15,99.8,285.8,6.583,62.19,48.065,155.0,26.345,60.89,10.182,96.97,30.86,18.26,61.67,54.85,77.4181,60.6,41.95,230.3,14.8868,42.445,135.05,19.21,18.8967,22.1,33.985,33.385,,5.9949,16.49,146.1,14.595
2015-01-16,10.73,76.216,19.905,47.795,46.395,24.6418,55.62,45.99,62.74,102.05,283.65,6.662,62.87,47.835,154.4,27.38,60.82,10.202,97.64,30.805,18.445,62.94,55.2,79.4968,60.71,43.3,240.95,15.0459,42.31,134.2,19.5,19.4992,22.595,34.11,33.435,,6.0007,16.25,146.65,14.71
2015-01-19,10.72,76.7649,20.035,48.47,46.65,24.6511,55.72,46.615,62.68,102.75,287.05,6.682,63.58,48.05,155.28,27.14,61.25,10.312,97.68,30.855,18.63,63.9,56.17,79.2879,61.96,43.055,238.4,15.2243,42.825,134.2,19.78,19.3364,22.905,34.865,33.975,,5.9803,16.235,146.75,14.69
2015-01-20,10.88,77.5699,20.16,48.18,47.08,25.4161,56.38,47.74,63.99,103.4,285.05,6.804,64.88,48.03,155.42,27.49,61.13,10.364,98.6,30.8,18.815,63.76,55.74,79.9344,61.38,43.57,238.35,15.2773,43.675,136.5,19.93,19.9738,22.735,36.35,35.0,,6.0283,16.225,148.7,14.905
2015-01-21,11.05,77.7528,20.25,48.825,46.82,26.4268,56.84,48.27,64.17,103.1,282.95,6.896,66.67,47.91,160.58,28.145,60.81,10.318,99.36,30.9,18.705,65.06,55.48,80.1731,61.4,44.45,235.2,15.2918,44.1,137.4,20.1875,20.2344,22.655,36.71,36.13,,6.0036,16.295,149.8,14.92
2015-01-22,11.43,79.1066,20.64,48.73,47.33,26.334,57.72,49.4,65.83,102.25,281.95,7.008,67.53,49.545,160.02,28.045,62.65,10.462,96.78,31.87,19.28,67.52,56.69,80.7301,62.14,45.065,241.1,15.6678,45.25,137.85,20.8425,20.3553,22.695,38.075,37.975,,6.0515,16.295,150.25,15.28
2015-01-23,11.25,80.3873,20.695,49.29,49.28,26.6261,60.0,49.0,67.42,106.7,292.75,7.273,68.24,47.615,165.18,28.495,63.9,10.722,99.34,32.345,19.505,68.98,59.44,83.127,63.0,45.945,250.05,15.6726,46.435,141.85,21.185,19.3178,23.11,37.81,38.535,,6.146,16.2,155.65,15.565
2015-01-26,11.15,81.8508,20.76,49.525,50.14,26.4685,60.16,49.33,67.75,107.65,297.2,7.553,68.7,48.095,166.16,28.56,65.2,10.82,99.12,33.015,19.68,68.93,59.27,82.5004,64.35,46.685,251.95,15.7112,46.895,144.65,21.3375,19.7202,23.325,38.1,38.315,,6.1722,16.1,158.65,15.83
2015-01-27,10.985,81.2288,20.85,47.775,49.07,26.5149,60.07,48.845,67.04,105.9,297.75,7.358,67.27,47.91,165.23,28.295,63.64,10.854,97.94,32.365,19.465,68.15,59.09,81.4362,64.21,46.39,244.85,15.5617,45.67,145.1,20.8825,19.5411,22.625,37.225,37.725,,6.1693,16.2,156.3,15.83
2015-01-28,10.785,80.8995,20.93,46.99,48.955,26.6539,59.88,47.5,66.5,106.95,297.6,7.147,66.98,48.32,166.71,27.97,63.5,10.914,98.34,32.07,19.765,69.45,59.29,81.5456,64.25,45.565,244.1,15.6292,45.965,145.2,21.1,19.6807,23.26,36.2,38.005,,6.1518,16.08,157.0,15.84
2015-01-29,10.76,82.1436,21.155,47.345,48.275,26.7884,60.16,47.65,66.42,108.15,298.85,7.392,67.35,47.53,167.32,28.295,64.26,10.994,99.12,31.955,19.995,69.78,59.74,81.8142,64.21,44.91,251.35,15.8654,46.955,144.7,21.5375,19.3783,22.955,36.26,38.175,,6.1504,16.2,160.2,16.095
2015-01-30,10.565,81.9606,20.855,46.84,47.2,27.0017,59.57,46.775,66.43,106.6,300.45,7.4,67.0,46.8,166.76,27.845,64.57,10.984,99.07,31.655,19.725,68.21,59.19,81.5556,63.59,45.5,250.1,15.6726,47.7,143.5,21.6825,19.6877,22.85,35.835,37.93,,6.1155,16.0,159.05,15.62
2015-02-02,10.65,82.7656,20.815,47.305,46.87,26.9414,59.34,47.195,66.37,107.7,292.4,7.392,67.2,46.945,165.6,28.445,64.19,10.818,97.56,32.025,19.835,68.5,58.93,81.6252,62.84,47.0,255.4,15.5087,47.53,143.3,22.0575,19.8668,22.9,36.0,37.64,,6.1082,16.0,157.7,15.6
2015-02-03,10.995,82.7656,21.095,48.2,47.245,26.8301,59.32,48.405,67.07,105.55,288.3,7.426,68.7,47.18,165.27,28.64,64.27,10.92,97.2,32.69,19.7,70.16,59.08,81.0682,65.22,48.28,259.1,15.8365,48.685,144.5,22.05,20.7043,23.235,37.655,38.785,,6.1431,15.99,155.75,15.965
2015-02-04,10.83,83.351,21.01,48.325,47.635,26.8533,59.0,48.805,68.08,108.05,297.1,7.66,68.3,48.115,168.99,28.4,65.22,10.954,96.48,32.645,19.605,70.34,59.91,81.1478,64.63,47.75,257.35,15.8895,48.765,156.25,22.0575,20.2506,23.3,37.16,38.755,,6.1053,15.94,157.95,16.03
