,CAP FP Equity,DSY FP Equity,PUB FP Equity,RI FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,ACA FP Equity,AI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,CS FP Equity,DG FP Equity,TEP FP Equity,TTE FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,ERF FP Equity,GLE FP Equity,AIR FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,SGO FP Equity,VIV FP Equity,WLN FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,OR FP Equity,ORA FP Equity
2015-06-23,14208.0338,17493.7918,15436.2113,28280.6715,24148.2054,12821.8667,43311.5422,37127.1266,41158.7675,37925.8113,6895.1754,38542.7024,28809.2655,26702.4035,120672.1209,57108.9371,32764.6504,3746.1387,110312.1626,11801.5463,20335.3922,22014.3453,4062.7955,35738.4451,48818.3433,23279.0694,10793.3834,14044.8099,8286.8776,39925.8234,71468.1303,24508.6075,33412.0619,2506.6052,86527.1271,18610.7026,15681.3331,94983.609,39600.8382
2015-06-24,13989.4222,17493.7918,15260.7493,28665.5328,24213.0328,11634.7818,43177.6015,37074.3517,41021.1703,37746.3433,6796.8031,38630.4723,28593.3882,26510.5699,121366.7688,57304.3902,32776.6083,3731.2663,111426.1849,11923.2333,20480.5999,22098.8604,4063.5593,35492.5846,48582.0874,23303.6877,10793.3834,13999.4955,8206.3021,39604.8974,70845.1515,24250.7415,33248.5444,2478.241,86781.0958,18366.6828,15787.9182,94591.8086,38289.6399
2015-06-25,14213.1978,17610.9595,15473.9689,28559.3642,24202.2283,11855.674,42873.1909,37127.1266,41124.3682,37672.4448,6929.7879,38513.4457,28803.351,26477.2075,121039.1047,57487.6274,32854.3347,3751.8589,111270.4613,11858.1937,20457.2498,22032.7181,4191.8823,35577.2251,48692.3402,23131.3596,10813.064,14108.7832,8226.446,39670.3925,71056.9643,24338.586,32498.4185,2449.2171,86806.4927,18435.6044,15531.4478,93724.2506,38528.0396
2015-06-26,14244.1822,17419.3972,15451.7586,28718.6172,24407.515,11735.9538,42593.1331,37298.645,41261.9654,37756.9003,7029.0712,38378.8652,29013.3139,26485.5481,121838.605,58281.6554,32914.1242,3757.5791,111210.5677,11805.7424,20621.4129,22245.8431,4246.114,35835.1771,48440.3339,23535.0998,10787.7604,14167.4254,8215.5993,39729.3381,71804.5389,24270.5773,32123.3843,2493.4126,86958.8739,18361.0946,15478.1552,94395.9084,38859.1503
2015-06-29,13810.4016,16913.6728,14932.0358,28108.1475,23499.9315,11511.6892,41034.5508,35425.1368,39799.995,37160.4331,6803.179,36839.9657,27877.7403,25701.5325,117343.0541,55215.4857,31586.7971,3664.9123,106946.1383,11507.8189,20520.3895,21580.7461,4060.504,33928.7505,46699.9154,22648.8408,10486.9289,13684.96,7961.4767,38687.9657,68290.9383,23321.2903,31243.7586,2486.8162,83098.55,17787.3686,15020.1724,90645.8189,37230.0857
2015-06-30,13662.3654,16658.2564,14729.9213,27497.6778,23121.7717,11309.3451,40523.1409,35200.8436,39026.0106,35323.5253,6699.3415,36237.2789,27626.3763,25351.2277,115652.3075,55288.7806,31018.7968,3624.8711,104382.6892,11363.0533,20223.6331,21106.7266,4172.0228,33751.4085,45833.6438,22323.8792,10284.5003,13423.7356,7887.0993,37980.6185,67468.6063,22822.5604,30855.0868,2427.4493,79822.3541,17507.9566,14543.8702,89554.375,36581.1087
2015-07-01,14103.0314,17077.1393,15091.9505,28055.0632,23607.9771,11388.5965,40742.3166,36084.8228,39817.1946,35698.2967,6717.5586,36787.3038,28696.891,25910.0473,117565.8656,56224.4278,31867.8078,3711.8177,105966.1044,11635.8001,20836.0878,21316.1771,4369.0901,34638.1186,47542.5615,22885.1765,10374.4686,13594.3311,7973.7049,38773.1094,68988.6746,23545.152,31618.7928,2473.6236,82108.0722,17828.349,14655.4515,90030.1326,37296.3078
2015-07-02,13954.9951,16857.4812,15468.0487,27882.5391,23186.599,11191.3111,41326.785,35570.2677,39318.4047,35360.4746,6605.2977,36325.0488,28383.4254,25438.8039,116753.2588,55234.6042,31748.2288,3626.5872,106002.3197,11421.7988,20539.3314,21055.2826,4240.0034,34110.123,46873.1698,22077.6961,10478.4944,13407.7422,7917.923,38733.8123,68166.3426,23193.7742,31332.4031,2555.418,80711.2445,17597.3684,14448.9428,89190.5604,37508.2187
2015-07-03,13894.7478,16854.927,15400.7459,27603.8464,23154.1854,11105.3149,40717.9637,35280.0059,39249.6061,35312.9684,6614.4072,36202.1709,28111.3609,25438.8039,115573.6681,55100.1837,31867.8078,3599.7024,105712.597,11308.5039,20381.4822,20922.9981,4212.0681,33840.0795,46629.0387,22033.3832,10436.3218,13359.7622,7927.7703,38445.6338,67629.582,23258.6889,30909.6372,2524.4153,80076.3228,17509.8193,14497.2392,88630.8455,37309.5522
2015-07-06,13843.1073,16824.2771,14585.1504,27404.7802,22704.752,10798.6227,39743.8498,34303.6707,38544.4204,34779.8429,6719.1664,35418.0928,27845.2108,25146.8832,114236.7988,53303.837,31150.3337,3564.2373,103575.8915,11209.8954,20280.4588,20577.5886,4199.0774,32562.411,45978.8786,21462.2385,10166.4169,13143.8523,7946.3656,38046.1136,64763.3937,22791.8023,30350.4953,2440.6419,77841.3985,17301.1917,14037.591,87259.5441,36170.5315
2015-07-07,13655.48,16476.9108,14447.345,27232.2562,22369.7461,10504.7596,39232.4399,33380.1103,37546.8405,33834.9966,6399.423,34569.6502,26813.14,24583.8932,112755.7572,51666.351,30761.7019,3518.476,101415.0425,10981.2077,19529.0968,20210.1317,4273.9654,31659.5789,44592.7391,21231.1618,10014.5954,12889.2918,7749.566,37659.6924,62931.5256,21931.6261,29695.8902,2440.6419,75149.3305,17053.4464,13138.2792,86168.1002,35097.7328
2015-07-08,13669.2508,16326.2151,14696.2838,27059.7322,22596.6855,10465.9156,39695.1441,33446.0789,37753.2364,34310.059,6360.2521,35113.8237,25603.6359,25071.8178,114085.2914,52436.2138,30884.4014,3495.5953,101994.488,11289.6214,19642.7482,20342.4162,4273.2012,31840.9514,45018.0319,21413.5517,10070.8256,13042.5612,7926.2207,37941.3214,63467.3782,22292.9001,30445.9586,2440.6419,75860.4428,16898.8384,13541.3041,87091.6297,35402.3547
2015-07-09,14201.1484,16738.8811,15185.2709,27444.5935,23363.957,10499.693,40742.3166,34831.4194,38926.1587,34927.64,6434.95,35757.4699,26171.4227,25388.7603,117179.3076,54000.3796,31608.0676,3592.2662,104553.7059,11423.8968,20072.0979,20761.3171,4333.5701,33013.827,46152.1461,22093.8164,10298.5578,13286.4595,7901.4271,38904.0996,65274.323,22817.6076,30971.0065,2552.7795,77917.5891,17401.78,13612.9159,89414.4463,36170.5315
2015-07-10,14586.7311,17166.3767,15414.2057,28201.045,24120.4219,10665.2021,42008.6647,35913.3044,40113.0367,35576.8919,6541.5312,37075.86,26969.8729,26164.4353,121230.3711,56248.8679,32505.1746,3714.1058,107064.6366,11650.4865,20583.5291,21356.5973,4477.997,34218.9466,47569.7888,22779.0106,10723.0957,13573.0066,8062.5858,39912.7244,67903.7392,23637.6422,31884.7262,2559.3758,80635.0539,17537.7605,13821.09,92157.049,37945.2848
2015-07-13,14972.3138,17440.281,15849.8488,28718.6172,24563.4941,10719.2458,42556.6038,36995.1894,40869.8865,35809.1446,6530.5998,37598.8001,27179.8357,26523.0807,124573.4818,57837.4738,33085.3037,3769.0194,107861.3742,11900.1548,20817.1459,21948.203,4535.3092,35109.6871,49050.4378,23380.4041,10874.9172,13706.2844,8205.1493,40364.6407,69498.8353,24113.6064,33091.6544,2565.9722,82285.8503,17823.2307,14034.2602,93248.493,38779.6837
2015-07-14,14931.0013,17345.5664,15854.2941,29090.2074,24974.1465,10753.0232,42800.1323,37259.0638,40887.0876,35276.0191,6579.7911,37616.4272,26898.8995,27065.2192,126671.1199,58191.8551,33336.4937,3776.4556,108887.4757,11885.4684,20886.5995,22040.0672,4536.8375,35291.0596,49522.9854,23513.4994,10933.9589,13815.5722,8212.8973,40705.2153,70235.0587,24079.1993,33125.7484,2565.9722,82641.4064,17910.9104,13980.9676,94535.8371,39150.5277
2015-07-15,15044.6105,17542.6751,15883.1888,29023.852,25298.3457,10906.7102,42921.8966,37456.9696,41162.3057,35260.1837,6724.6321,36811.4522,27017.1884,27340.4587,127693.7185,58399.5958,33545.8186,3841.0935,109249.6292,12042.8223,20690.8665,22142.9552,4624.7163,35625.5911,50160.9246,23700.8187,11077.3458,13711.6155,8211.3477,40430.1358,70147.8257,24004.6507,33412.1382,2644.4685,82031.8816,17806.441,13851.067,94927.6375,39508.1272
2015-07-16,15196.0894,17542.6751,16212.1437,29329.0868,25784.6445,11187.0623,43433.3064,37747.2314,41471.9261,35735.246,6700.9474,37451.9068,27650.0341,27553.1438,129516.0416,59866.0013,33892.7,3901.7273,110432.6638,12130.9406,21101.2743,22760.2828,4630.8296,36173.7391,51287.163,24297.2827,11186.9947,13903.5355,8330.6672,41058.889,71718.0204,24598.1723,33548.5143,2682.0676,82438.2315,18095.5975,13841.0747,95739.224,40872.3032
2015-07-17,15146.1703,17470.9992,16281.0464,29329.0868,25752.2246,11274.8835,43007.1315,37509.7445,41540.7306,35919.9925,6786.5767,37540.0427,27573.1463,27523.9517,129870.018,59841.5612,33844.8542,3919.4598,110191.2282,12166.6075,21101.2743,22914.7478,4727.8784,36149.5561,50917.0008,24302.2122,11164.5026,13898.2044,8301.2247,40954.0968,71418.9357,24738.6678,33248.4869,2730.8804,84800.1402,18151.5632,13716.1703,95347.4236,41296.1249
2015-07-20,15383.7167,18008.5684,16218.8117,29541.4241,25914.3242,11335.6827,43116.7194,37971.5247,41626.7362,35999.1696,6777.4672,37745.6933,27747.6225,27432.2052,129122.7344,60195.9425,33802.9893,3904.5874,110251.5871,12248.4315,21448.5425,23184.2896,4778.3131,36528.4232,50987.8829,24287.4238,11175.7486,14026.151,8343.064,41183.3297,71593.4017,24790.2783,33446.4903,2717.0281,85917.6023,18366.0987,13707.8433,96522.8248,41123.9474
2015-07-21,15347.5684,17834.4984,16020.9942,29382.1712,25752.2246,11320.4829,42800.1323,37813.2,41351.5181,35888.3217,6658.1327,37551.7942,27895.4836,26994.3242,127693.7185,59511.62,33791.0278,3776.4556,109696.2851,12015.5477,21410.6587,23066.1343,4746.9824,36375.2642,50468.0806,24070.5278,11057.6653,13927.5255,8271.7823,40862.4036,71094.9272,24698.5262,33118.2484,2645.1281,85511.2524,18433.2576,13955.9867,95235.4807,40594.1703
2015-07-22,15283.8784,17980.41,16029.8849,29196.376,25708.998,11565.3688,42568.7803,37707.6503,40921.4899,36110.0175,6199.014,37263.8834,27768.323,26385.461,127759.2697,59658.2605,33982.4106,3727.2622,107752.7282,11944.2139,21265.4374,23309.8297,4722.5292,36540.5147,49901.0235,23819.1256,11167.3141,13855.5555,8360.1096,40947.5473,70845.69,24612.5086,33043.0262,2638.5318,85079.5057,18366.0987,13494.6731,94535.8371,40713.3701
2015-07-23,15462.8989,17929.213,15605.3552,29249.4604,25773.8379,11550.169,42520.0746,37958.331,40749.4786,36717.0416,6679.0846,37610.5515,27644.1197,26206.1383,128808.0887,60134.8423,33689.3557,3749.5708,107752.7282,11910.645,21328.5771,23125.212,4739.3408,36798.4667,49648.9981,24045.8805,11527.1873,13839.5622,8343.064,40711.7648,71144.7747,24397.4645,33070.3797,2638.5318,84927.1245,18418.3334,13433.0536,94619.7943,40527.9481
2015-07-24,15517.9821,18249.1946,15325.299,29130.0206,25644.1582,11516.3916,42300.8989,37760.4252,40439.8582,36812.054,6516.9355,37522.4156,26963.9584,26106.0512,128703.2068,58937.2778,33468.0693,3664.9123,106823.2009,12798.1213,21132.8442,23036.5955,4737.0483,36488.1182,49664.7497,24036.0216,11487.8262,13919.5288,8298.1255,40502.1805,71294.317,24053.394,33125.0867,2662.9382,84342.9965,18030.3041,13094.979,94815.6945,40554.437
2015-07-27,14958.543,17657.8685,14989.6761,28347.0269,25071.4063,11212.3953,41083.2565,37140.3203,39510.9972,36125.8529,6338.3893,36435.4054,26082.706,24996.7525,125989.3875,57923.0141,32869.998,3582.5419,103769.04,12498.0998,20634.0408,22464.2806,4574.2815,35375.7001,47491.0309,23527.0949,11293.832,13466.3844,8152.4628,39539.4022,69425.0376,23563.0936,32400.219,2602.252,81752.5161,17629.2161,13000.0516,92996.6213,39600.8382
2015-07-28,14967.1497,17593.0804,15060.8015,28625.7196,25341.5723,11359.3269,40279.6124,37720.844,39992.6288,36305.3209,6331.1017,36817.3279,26405.0433,25430.4633,127011.9861,58692.8769,33222.8601,3598.5584,104336.4138,12737.2778,21783.1827,22840.9007,4612.4897,35851.2991,48223.4796,23822.5996,11375.3658,13607.6589,8233.0422,39853.7788,70733.5332,24039.0578,32379.7039,2596.9749,84216.0122,16558.4045,13389.7534,93892.165,39971.6822
2015-07-29,15056.66,17600.7429,15089.6962,28665.5328,25881.9043,11327.2384,41131.9622,37443.7759,39734.6119,36806.7756,6402.1558,36864.3337,26718.5089,25584.7642,128480.3328,58643.9968,33617.5872,3944.6286,106992.2059,12905.122,21852.6363,22803.9772,4633.8863,35565.1336,48924.4252,23980.202,11358.4967,13879.5455,8264.0342,40187.8039,70073.0545,24073.4648,32468.6028,2671.5134,85841.4117,16439.0108,13639.5622,95095.552,40792.8367
2015-07-30,14975.7565,17659.4886,15076.3601,28877.8701,25482.0586,11388.0376,42763.6031,37562.5194,40267.8469,36854.2818,6491.4289,36760.1743,24583.394,28153.6664,128178.7973,59022.8182,33539.8379,3826.2211,108549.4658,12777.8878,22098.881,22844.5931,4627.0088,35935.9396,49152.8232,24116.8593,11386.6118,14873.7975,8251.6374,40325.3437,71855.1009,24477.7476,32393.3806,2678.7694,85638.2368,16659.1428,13551.2964,95347.4236,39733.2825
2015-07-31,14987.8234,17564.9846,15323.0763,28944.2255,25201.0859,11286.7055,42580.9567,37852.7812,40783.8808,37419.0782,6479.5866,37365.4009,24775.6135,28716.6563,128441.002,58656.2168,34927.3633,3866.8343,108827.1168,12952.3228,22174.6486,23080.9037,4570.4607,36113.2816,50877.6218,23894.9704,11428.7845,14940.4364,8293.4767,40403.9378,73911.3082,24753.004,32735.2994,2750.0098,86704.9052,16640.4876,13756.1397,95347.4236,39561.1049
2015-08-03,14977.4929,17805.076,15185.2709,29130.0206,25611.7383,11379.5933,42970.6023,38011.1058,41196.708,37350.458,6458.6347,37541.6805,25009.2341,29087.8126,129319.388,59279.4391,35555.3381,3795.9042,108525.3222,13082.6236,22199.9044,23354.1379,4703.4251,36274.5016,51767.5864,24284.5087,11265.7169,14985.7509,8308.9727,41216.0772,74210.3929,24827.5526,33480.6822,2770.4584,86933.477,16772.9399,13556.2926,97726.2117,40302.7929
2015-08-04,14987.9137,17845.9426,15316.4083,29130.0206,25633.3516,11320.4829,42727.0738,34145.346,41385.9204,37429.6351,6308.328,37700.4144,25263.5552,29171.2185,128703.2068,59205.2874,35465.6274,3831.9413,107801.0153,13107.8431,22225.1603,23339.3685,4659.1037,35988.3361,51106.0198,24338.7482,11628.4016,15260.303,8256.2862,41222.6268,74472.0921,24764.473,33446.4903,2843.6776,86908.0801,16883.0059,13814.4284,98201.9693,40302.7929
2015-08-05,15130.8197,17879.1467,15369.7524,29276.0025,25665.7715,11514.7027,43396.7771,34382.833,41953.5577,37260.724,6485.9632,38041.2224,26138.8932,29171.2185,131954.5458,60158.6343,35471.6082,3831.9413,109768.7158,13187.7049,22534.5446,23608.9103,4708.7743,38829.8388,52555.1657,24269.7161,11836.4533,15172.3397,8302.7743,41366.716,75331.9606,25263.3752,33439.652,2869.4033,89193.7982,17285.9594,14477.2545,99629.2422,40421.9927
2015-08-06,14936.2609,17679.922,15167.4896,29448.5266,25363.1855,11571.2508,43226.3072,34844.6132,41833.1498,37118.2053,6333.8346,38123.4864,25795.8554,29383.9036,131495.6875,60806.4213,35555.3381,3795.3322,109358.2752,13086.8269,22913.3826,23597.8333,4656.047,38769.3813,52909.5763,24225.3383,11875.8144,15047.0586,8310.5223,41438.7606,75618.5834,25509.8464,33261.8542,2970.3272,89079.994,17067.6929,14402.3118,99713.1994,40435.2371
2015-08-07,14752.0327,17447.493,14925.2187,29262.7314,25049.793,11605.0305,43615.9528,34422.4141,41471.9261,37002.079,6402.1558,37723.9184,25982.1604,29192.07,128913.7011,60439.7494,35405.8203,3754.147,110565.4534,12958.6277,22749.2195,23324.5991,4571.989,38592.0393,52374.7449,24146.4445,11664.9512,14996.4131,8321.3696,40967.1958,75082.7233,24985.0232,32735.2994,2968.3483,88114.7702,17091.9447,14468.9275,99041.5416,39693.5492
2015-08-10,14950.035,17682.4761,14878.5427,29222.9182,25373.9922,11669.212,43689.0113,34303.6707,41919.1555,37229.0532,6484.1413,38182.2464,26076.7915,29450.6283,130895.1719,61588.6547,36081.6409,3777.0276,110794.8173,13118.3513,22711.3357,23490.755,4668.2736,38958.8148,52083.3365,24548.9399,11822.3957,15145.6842,8335.316,41117.8346,75331.9606,25343.509,33200.3088,2924.1529,88546.5809,17093.8103,14508.897,99657.2279,40382.2594
2015-08-11,14826.0683,17526.6721,14647.3851,28307.2137,24920.1133,11635.4323,43043.6608,34184.9272,40732.4942,35766.9169,6387.5806,37195.0785,25089.0791,29033.5988,129149.9029,60525.3062,35734.7595,3724.4021,109865.29,13044.7943,21827.3804,23210.1361,4633.1221,38620.2528,50626.2948,24277.7081,11740.862,15143.0186,8260.935,40528.3785,74323.4088,24970.6838,32660.0773,2916.8969,83745.8626,16651.6807,13859.394,97194.4826,40130.6153
2015-08-12,14266.5597,16972.4186,14293.9808,27285.3405,24077.1953,11437.0148,42106.0761,33340.5291,39459.6038,34368.1222,6114.2957,35683.3119,24119.11,28337.1594,123747.5368,58142.9749,34658.2312,3603.1345,107523.3643,12643.3837,21278.0654,22309.2018,4490.9877,37266.0047,48002.9574,23528.1221,11352.8737,14628.5665,8056.3874,39231.5752,72192.4056,23892.8278,31716.3816,2929.4299,79162.0356,16606.9081,13514.6578,92129.0633,39004.839
2015-08-13,14791.6332,17169.0892,14338.4342,28001.9788,24477.041,11596.5856,42447.016,33643.9847,39855.2319,34700.6658,6096.9876,35620.3105,24332.03,28875.1275,125646.2427,59046.3962,35046.9775,3692.9411,107149.139,12878.7659,21581.1357,22556.5895,4621.6597,37874.6102,49185.0048,24065.6542,11544.0563,14905.7842,8057.937,39591.7983,73139.5181,24339.7489,31866.8258,2961.7519,81485.207,16869.9472,13266.5144,93976.1223,39428.6606
2015-08-14,14733.0934,17261.0391,14229.5235,27882.5391,24552.6875,11539.16,41935.6062,33287.7543,39752.0246,34848.463,6021.3788,35549.7985,24618.8806,29559.056,123428.5701,58423.054,34825.6912,3680.9288,106231.6836,13154.0789,21467.4844,22312.8941,4620.8955,37644.8717,49145.6253,24267.8451,11490.6377,14844.4764,8025.3953,39506.6547,72466.5698,24313.9379,31805.2804,2965.7097,81078.7969,16851.292,13234.8719,93052.5928,39362.4385
2015-08-17,14786.4679,17171.6434,14149.5074,27789.6416,24682.3672,11632.0543,42276.5461,33987.0214,39700.4209,34848.463,6086.9672,35508.6665,24293.5861,29338.0304,124648.9462,58924.1723,34867.5562,3664.3403,107402.6465,13105.7415,21410.6587,22360.8947,4656.8112,38128.5317,49626.0553,24573.5973,11566.5484,14713.8642,8604.0675,39513.2042,73675.3844,24394.2387,31996.7549,2908.9813,81434.4057,16800.9228,13271.5105,93248.493,39229.9942
2015-08-18,14874.2776,17255.9308,14131.726,27537.491,24649.9473,11574.6287,41813.8419,34039.7963,39579.8017,34732.3366,6084.2343,35114.9745,24148.6822,29638.2916,125042.6158,59046.3962,34873.5369,3682.6448,105628.0945,13225.5342,21366.4609,22301.8171,4759.7257,38060.0132,49586.6758,24751.1308,11766.1656,14697.8709,8677.7783,39382.214,73948.6938,24296.7306,31996.7549,2920.8547,80723.1882,16610.6392,13158.2639,92632.8066,39071.0611
2015-08-19,14578.135,17069.4768,14102.8314,27205.714,24088.002,11414.175,41229.3736,33617.5972,38668.1418,34383.9576,5971.2765,34380.4746,23320.6598,29150.3671,122549.3745,57860.8238,34568.5205,3620.867,103732.8247,13175.0952,21126.5302,21788.5799,4713.8414,37721.4512,48720.3266,24484.8305,11614.3441,14497.9543,8573.9549,38707.6143,73450.2193,23812.0579,31812.1188,2902.385,78284.7281,16340.138,12785.216,90757.7619,38355.862
2015-08-20,14187.2957,16594.4023,13878.3418,26887.2081,23634.123,11181.0947,40937.1394,32324.6127,37894.2926,33254.3649,5800.018,33640.0986,22232.4018,28391.3732,120620.393,56088.5763,34090.0635,3527.0562,102730.8667,13156.1805,20558.2733,21729.5022,4500.4797,36657.3992,47334.168,24119.9005,11156.0681,14119.4454,8584.8021,38065.7621,72054.4907,23249.9522,30977.8371,2883.2556,75211.2524,16147.9888,12783.5506,88826.7457,37230.0857
2015-08-21,13772.3517,16162.7486,13738.3137,26231.6168,22542.6523,10875.3881,39475.9684,31506.6021,36810.6156,33080.1753,5728.9639,32887.9706,21868.6633,27432.2052,115817.6228,53949.657,33599.645,3449.2619,99181.7628,12662.2983,20122.6096,21083.3403,4378.1217,35097.5956,45199.7986,23182.9181,10799.0064,13631.6489,8395.7505,37070.2363,69263.0334,22750.94,29815.3134,2818.6116,74017.423,15892.4118,12273.9406,86308.0289,36236.7536
2015-08-24,13164.5707,15455.2453,13353.7921,24243.609,21699.7344,10380.5148,36675.3908,30213.6176,35004.4872,32198.6707,5478.4526,31724.5227,20413.7097,26410.4828,109755.1096,51554.0673,31637.9712,3449.2619,91347.1761,12225.1601,18468.3505,19938.7106,4199.9379,32755.875,43081.1811,21807.0334,10211.401,13054.5562,8110.6235,35066.0857,65860.9449,21486.2023,28748.527,2686.0254,70766.143,15519.3067,11109.8314,81914.2674,34064.6675
2015-08-25,13491.705,16104.0029,13822.7751,25023.9485,22639.9121,10647.3748,38307.0317,31572.5707,36621.4021,33476.0606,5793.6413,32511.9066,21744.46,27106.9221,113704.9288,54010.769,32469.2903,3532.2044,94389.2652,12683.3146,19352.3058,21127.6486,4421.7117,34654.2406,44262.5664,22704.5639,10793.3834,13362.4278,8391.1017,35976.4679,69150.8766,22598.9421,30102.5251,2849.6143,74957.2462,15993.1502,11512.8564,85524.4281,36104.3093
2015-08-26,13429.7216,15644.2534,13733.8684,24899.2003,22283.293,10652.4418,37612.9755,31335.0838,35554.9263,33006.2767,5696.1697,31800.9107,21451.6949,26931.7697,111539.7455,53485.2059,32869.998,3495.0233,91033.3098,12477.3552,19099.7471,21087.0327,4313.119,34146.3976,44042.0411,22339.6339,10605.0123,13321.1117,8393.305,35465.606,68627.4784,22653.4319,30006.7879,2750.0098,74093.6249,15898.0084,11119.8238,83089.6686,36091.0649
2015-08-27,13822.2827,15800.0574,13947.2446,24471.8716,23061.3711,11181.0947,39013.2643,32153.0944,36741.8107,33988.0723,5922.0852,32711.6906,22516.2952,28049.409,116211.2925,54731.8904,34161.832,3604.8505,97008.842,12742.1601,19718.5158,21567.0387,4473.7139,35291.0596,45609.3455,23025.1105,11023.9272,13594.3311,8464.5923,36258.0969,70471.8341,23304.442,31080.4127,2829.1657,76786.0912,16362.5243,11789.3115,85524.4281,37375.7744
2015-08-28,13794.7346,15861.3573,14087.2727,24639.0872,23093.791,11442.8877,39475.9684,32219.063,37034.2315,33518.2884,5984.9408,33175.8946,22421.664,28003.5357,116053.8246,54988.5607,34293.4077,3601.4184,99423.1984,12828.3268,19705.8878,21489.4992,4469.8902,35206.4191,45900.7539,22758.8102,11063.2883,13703.6188,8520.3824,36186.0522,70596.4527,23373.2713,30499.1509,2864.7859,76684.4887,16170.3751,12077.4243,85524.4281,37468.4854
2015-08-31,13794.7346,15807.7199,14118.39,24822.2281,22996.5313,11464.8446,38928.0293,31889.22,36759.0119,33428.5544,5896.5786,33099.5066,21910.0645,29033.5988,115699.5219,54939.6711,34335.2727,3589.9781,98517.8148,12906.087,19289.1661,21400.8827,4570.8355,35029.0771,45751.1118,22808.1251,10993.0006,13708.95,8576.1724,36277.7454,70122.9019,23496.5904,30150.3938,2859.5088,75516.0599,16097.6196,11556.1566,85468.4566,37322.7967
2015-09-01,13460.7133,15559.966,13778.3218,24166.6367,22531.8457,11304.3908,37868.6804,30992.0471,36225.774,32636.7838,5871.072,32406.1387,21223.9888,28358.0109,112851.9778,52799.6432,33671.4136,3515.0439,97564.144,12698.026,18215.7919,20839.645,4505.0681,33836.049,44506.7193,22142.3744,10703.4151,13485.0433,8484.7387,35603.1457,68054.2327,22802.562,29630.6773,2819.9309,73255.4043,15808.4632,11231.4051,83817.2979,36183.7759
2015-09-02,13309.1985,15399.0537,13804.9938,24283.4222,22639.9121,11262.1661,37880.8568,31137.178,36466.5911,32805.6949,5827.3464,32429.6427,20898.6942,27882.5972,114479.1458,53264.192,33749.1628,3511.6118,96719.1192,12773.4688,18683.0254,20865.4914,4556.3055,33932.781,43916.0267,22403.7432,10709.0381,13466.7648,8676.9045,35472.1555,68390.703,23029.125,29705.8994,2849.6143,74754.0412,15776.7493,11114.8276,84321.0412,36408.9312
2015-09-03,13593.2888,15669.795,14067.2687,24846.116,23288.3105,11542.538,37710.3869,31678.1205,37206.2437,33787.4904,6034.1321,33028.9946,21602.5133,28478.9494,117457.9132,54621.1636,34209.6777,3583.6859,100050.9311,12969.2066,19068.1773,21098.1097,4492.0676,34879.9486,45239.1782,22896.8919,11009.8696,13640.0994,8755.9404,36035.4135,69935.974,23516.6656,29664.8692,2928.7703,76278.0787,16183.4338,11496.2024,84460.9699,37097.6414
2015-09-04,13195.5624,15304.5496,13853.8925,24219.721,23223.4707,11367.1637,36614.5087,30952.4659,36053.7618,32478.4297,5915.7086,32124.0907,20946.0098,27790.8506,114387.2896,53117.4924,34054.1792,3600.2744,96477.6836,12689.2805,17893.7796,20488.8714,4374.298,33549.8835,43575.8719,22349.4969,10810.2525,13280.0968,8560.6752,35052.9867,67904.6904,22914.4095,28981.0317,2902.385,74144.4262,15689.0696,10825.0494,81578.4385,36687.0641
2015-09-07,13329.8596,15483.3411,13934.2003,24232.9921,23137.8915,11600.2496,37065.0364,30873.3036,36469.5737,32884.8719,5986.7627,32306.2467,21173.716,27732.4665,115765.1335,53569.8163,34076.1044,3674.6366,96501.8271,12727.1653,17982.1751,20562.7184,4401.8286,33703.0425,43583.749,22322.1283,10880.5402,13277.4301,8870.1313,35066.0857,67917.1522,23143.8914,29288.7586,2885.2345,74474.6343,15875.6221,10855.0264,82631.3723,37534.7075
2015-09-08,13429.7216,15628.9284,13951.982,24325.8897,23494.5241,11721.8597,37552.0933,30899.691,36658.8026,32990.4413,6087.8781,32611.7986,21918.9361,27811.7021,116420.2875,54535.5889,34567.011,3689.509,97455.4979,12807.1441,18367.3271,20776.8749,4458.4191,34396.2886,44024.8641,22642.7068,11133.576,13354.764,8994.124,35144.6799,69225.6478,23580.0272,29439.2028,2903.0446,75091.5563,15953.9742,10978.2655,82222.1105,37945.2848
2015-09-09,13691.429,15930.6476,14100.9039,24461.2547,23883.5778,11704.9694,38282.6788,31295.5026,37106.0709,33212.1371,5854.6749,33158.2666,22522.2096,28103.6228,118047.809,55733.6359,35315.3443,3761.0112,98288.4509,12899.7513,18664.0835,21105.4944,4492.8323,34823.5216,45151.2831,22721.6184,11276.963,13579.7903,8970.8754,35747.235,70347.2155,23901.3904,29705.8994,2869.4033,76082.2771,16062.1747,11058.2043,83173.6258,38249.9066
