,CAP FP Equity,DSY FP Equity,PUB FP Equity,RI FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,ACA FP Equity,AI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,CS FP Equity,DG FP Equity,TEP FP Equity,TTE FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,ERF FP Equity,GLE FP Equity,AIR FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,SGO FP Equity,VIV FP Equity,WLN FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,OR FP Equity,ORA FP Equity
2018-10-01,18899.0668,33987.3779,12312.9746,37504.0709,28215.1146,13628.2566,30769.8261,34792.8142,48674.2438,60280.1343,14596.4936,39936.403,21978.0801,53419.1494,97135.9938,55883.3775,48946.5547,9493.254,150292.8948,26081.6357,59149.2344,13070.027,8632.6475,29565.7497,83328.8168,23892.531,9753.6572,16850.3249,8567.5567,46659.1097,64977.0272,20339.8691,28936.6244,7434.5008,155012.4558,18535.716,27187.7416,116703.0385,36229.9709
2018-10-02,18823.0992,33974.2503,12294.1546,37225.3783,28050.7547,13485.5991,31098.5896,35010.6634,48909.7989,59562.2623,14860.7247,39195.3389,21939.6362,52576.1562,96371.8339,56028.7809,48535.1061,9441.252,149839.6433,25676.7737,58075.8602,13002.9405,8288.6549,29521.3142,81994.3143,23458.3225,9866.7758,16668.4484,8422.6084,46330.2832,64964.5292,20222.765,28482.4358,7114.1632,151704.1092,18294.0626,27243.9463,116254.8271,36203.3703
2018-10-03,18991.9162,33829.8466,12270.6296,37636.7817,45518.9622,13573.5965,31159.4717,35538.0879,49316.6668,58844.3902,14938.1718,39357.4467,21806.5612,52797.9965,96885.4496,56307.4707,48690.4376,9516.366,150106.2618,25740.6993,58416.8144,13077.9195,8419.7708,29695.0165,83065.0198,23593.8398,9776.2809,16721.9415,8658.9856,46391.9381,65164.497,20392.8448,28796.0039,6727.0887,152916.3278,18741.569,27642.4887,116534.9592,36575.7782
2018-10-04,19135.4107,33514.784,12355.3195,36641.4508,44693.6282,13540.5974,30940.2961,36317.7588,48438.6888,57007.4825,14560.0479,39079.5477,21575.8978,51489.1386,95645.2557,57373.7624,48367.8261,9377.694,149493.0391,25154.7148,55285.0872,12801.681,8249.6745,29892.9563,81668.4475,22703.8983,9680.13,16604.2567,8723.6548,45384.907,65364.4647,20127.9664,28678.4159,6647.0043,145440.9797,18365.6636,27438.108,112389.0039,36522.5771
2018-10-05,18856.8626,32293.9164,12501.1744,36561.8243,44173.309,13456.2666,30867.2375,36122.841,47881.9222,56479.6354,13844.8015,38315.3254,21383.6784,51600.0588,95244.3849,57458.5811,48296.1347,9239.022,146986.8244,25048.1722,54186.4571,12379.4308,7863.4139,29739.452,80690.8468,22614.6594,9708.4097,16262.2862,8763.9633,44857.4145,64802.0554,19754.7336,28639.2199,6593.6147,144557.0989,18580.4667,26380.4379,112841.0675,36323.0729
2018-10-08,18451.7017,30180.0293,12341.2046,36084.0654,43850.3522,13408.6014,30818.5318,35475.0262,47817.6799,55846.2189,13639.9442,37890.8672,21253.5606,50579.5933,94618.0244,56973.903,47913.7803,8909.676,144107.3437,25080.135,53062.5711,12339.9681,7764.191,29323.3743,80396.0149,22548.3002,9640.5385,16117.8515,8721.5822,44836.8628,63927.1964,19629.2447,28247.2597,6222.557,142359.9522,18499.9155,26119.8525,111608.4441,36190.07
2018-10-09,18721.809,30268.4597,12425.8945,36575.0954,43886.2363,13302.2712,31196.001,35744.4713,48183.9293,56205.1549,13667.2788,37890.8672,21170.7583,49670.048,94702.7197,56980.1409,47519.4774,8932.788,146186.9687,24899.0125,53277.246,12099.246,7597.6383,29287.018,79527.0365,22833.0917,9835.6682,16005.5133,8835.342,44967.0233,64027.1803,19197.0054,28260.3251,6206.5402,144304.5533,18535.716,26569.49,111832.5575,36163.4695
2018-10-10,17649.8208,28803.0418,12007.1498,35088.7345,42325.2786,13280.2718,29649.595,35853.3959,46642.0436,53354.7808,12874.5766,36304.3608,21031.7688,48516.4783,96018.2093,56822.6032,47137.123,8487.882,146917.7313,23833.5862,48150.3055,12336.0219,7257.4456,29610.1851,76803.7204,22589.7747,9767.797,15636.4022,8489.6015,44754.6562,64327.1319,18971.1254,28090.4757,5990.8602,134000.693,17767.795,25302.3297,107182.2056,36828.4836
2018-10-11,17210.8965,28600.9151,12035.3798,34531.3491,41356.4083,13203.2741,28882.4802,35096.6565,45635.5348,52615.7949,13125.1434,35794.8259,20892.7794,47251.9885,94489.7357,54823.0875,46336.5686,8418.546,141878.2665,23471.3413,47013.7916,12371.5383,7207.8341,29141.5928,75515.7704,22288.3933,9448.2368,15443.8225,8262.082,43795.5789,62727.3898,18575.1384,28025.149,5969.5024,132308.6375,17712.447,24730.0638,105109.1572,36442.7754
2018-10-12,17455.6812,28790.4088,12138.8897,34690.6021,41284.6401,13023.6128,28444.1289,34844.4101,45014.4975,51940.1507,13097.8089,35829.5669,21031.7688,48272.454,92435.0663,54459.5391,46025.9057,8418.546,142016.2784,23396.7614,47948.2586,12624.0992,7441.7167,28810.3466,77789.0798,21677.3358,9383.1935,15315.436,8210.7785,43754.4756,62383.6952,18600.2362,28025.149,5892.0804,132586.4376,17583.5511,25149.0442,103092.1371,35817.6621
2018-10-15,17472.5629,28234.5607,12190.6447,34332.2829,41069.3356,13056.6118,28614.5989,34718.2868,45100.1578,51465.0884,13125.1434,36095.9147,21034.7261,47695.6691,94326.8655,54726.1412,46085.6485,8476.326,143679.798,23013.208,46837.0005,12541.2276,7260.9893,28551.8129,75888.1897,21469.9633,9397.3334,15347.5326,8431.6063,44103.8538,61865.0288,18569.5611,28077.4104,5811.9887,131551.0007,17637.2577,25077.511,103092.1371,36269.8717
2018-10-16,17903.0463,29371.5228,12529.4044,34677.331,41858.7855,13478.266,28809.4217,34775.6156,45999.5912,52700.2505,13494.1599,36501.2266,21102.7422,49670.048,95730.0544,54568.6036,47029.5858,8955.9,144404.234,23940.1288,48226.0731,12268.9354,7548.0269,28608.3671,78921.8552,21931.7127,9581.1512,15738.0415,8520.8297,44555.9902,62139.9845,18884.6776,28730.6772,6073.6216,133470.3472,18072.2814,25343.2059,104380.7889,36442.7754
2018-10-17,17886.1646,29371.5228,12289.4496,34478.2648,41499.9446,13437.9338,28614.5989,34855.8758,45699.7801,52710.8074,13603.4982,36454.9052,20437.367,48782.6867,96732.3322,54568.6036,46862.3058,8921.232,143438.3194,24440.8792,47771.4675,12292.613,7487.7844,28394.2689,78254.6039,22390.6971,9550.0436,15748.7403,8514.1379,42624.1345,61990.0086,18714.5705,28547.7625,6068.2822,133419.8381,17594.2924,25348.3154,105193.1997,36695.4808
2018-10-18,17945.2506,29219.9279,12750.5392,34717.1442,41589.6549,13357.2696,28444.1289,34729.7526,45507.0444,52035.1632,12911.0227,35771.6653,20375.2654,48250.2699,97471.512,54677.6681,46623.3343,9007.902,141667.4759,24813.7784,46205.6039,13440.9758,7360.2121,28192.2895,77052.0,22186.0896,9490.6563,15374.2798,8594.4389,43035.1677,61521.3342,18048.0852,28586.9585,6020.2271,131778.2917,17705.2861,25271.6726,104604.9022,37107.7896
2018-10-19,17540.0897,29232.5608,12750.5392,35088.7345,42056.148,11773.3166,28578.0696,34087.6707,45271.4785,51813.4674,12701.4578,34764.1758,19745.3769,47695.6691,97471.512,54217.1736,46384.3629,9227.466,141747.9688,24771.1614,45485.8118,13512.0086,7299.9697,27832.7661,75996.812,22299.4532,9533.0758,15106.808,8500.7544,43706.5218,60896.4349,17911.4418,28573.8932,5940.1354,132965.256,15707.3994,24275.3168,107182.2056,37373.7952
2018-10-22,17345.9501,29055.7,12698.7843,35208.1742,41715.2492,11435.9933,28480.6582,33709.301,45485.6293,51845.1382,12747.0154,34659.9528,19446.6974,47984.0615,96845.0884,54495.894,45834.7285,8927.01,139735.6467,24579.3846,46344.5112,13318.6417,7158.2227,27541.9157,74724.3794,22081.0209,9581.1512,15080.0608,8415.9922,43254.3853,60371.5195,17928.1737,28181.9331,5950.8143,132965.256,15832.7149,24086.2646,107014.1206,36934.8859
2018-10-23,16331.3598,27438.6871,12670.5543,34372.0962,42881.4819,11446.993,28298.0118,33095.8834,44950.2523,51264.5065,12318.774,34277.8016,19251.5207,46675.2036,96494.2912,53683.9694,44484.5397,8620.776,136998.8887,24067.98,44589.2286,13389.6744,7466.5224,27146.036,73040.7338,21970.4222,9541.5597,14828.6373,8297.7713,43069.4204,59440.4196,17713.4483,27829.1689,6017.5574,130338.7818,15617.8884,23478.2321,106313.7664,36456.0757
2018-10-24,16382.0049,27880.8391,12637.6193,34610.9756,43330.033,11311.3304,28212.7769,32390.7399,45100.1578,51707.898,11084.1631,33432.4369,18648.2472,48538.6623,95366.7287,53223.4748,46133.4428,8614.998,135871.9883,24654.9829,46723.3491,13338.373,7558.6579,26422.9497,73948.5059,21785.1695,9445.4088,14866.0834,8335.6912,43233.8337,58065.6411,17303.5181,28155.8024,5897.4198,131146.9277,15306.3899,22108.8814,106341.7806,36722.0813
2018-10-25,17464.1221,28626.181,12007.1498,35194.9031,43330.033,11707.3186,28358.894,32568.459,46128.0817,53122.5281,11024.9382,35933.79,19065.2156,49226.3673,94777.8905,53502.1952,46802.5629,8823.006,137937.9723,25230.3368,48125.0496,13306.8029,7523.2212,26568.3748,75989.0532,22183.3246,9699.9258,15272.6405,8373.6111,43391.3964,58934.2511,17596.3254,28051.2797,6207.1078,134076.4567,15599.9861,22538.0809,107854.5456,36841.7839
2018-10-26,17337.5093,27666.0796,11814.245,35407.2404,43222.3807,11578.9891,27944.8955,32023.8359,45678.365,52774.1491,11134.2765,35563.2192,19074.0873,48671.7665,93287.0024,52847.8082,46264.8771,8597.664,135845.1573,24484.5076,47657.8161,13137.1135,7480.6971,26152.2972,74600.2396,21682.8657,9643.3665,15149.6035,8400.3781,42884.4555,58590.5565,17852.8804,27776.9076,6188.4197,132561.1831,15657.2732,21751.2152,105949.5822,36402.8746
2018-10-29,17683.5842,26819.6744,11913.0499,34876.3972,43078.8444,11872.3137,27932.7191,32448.0686,45250.0634,52573.5672,11708.3022,36003.272,19414.1679,47850.9573,93249.4169,53271.9479,46527.7458,8522.55,136784.241,23664.0955,48162.9334,13496.2235,7711.0359,26362.3558,74351.9601,21851.5287,9646.1944,15224.4956,8393.6864,42295.308,59334.1867,18357.6244,28064.345,6239.1445,132308.6375,16398.4247,22604.5046,105389.2989,36469.376
2018-10-30,17995.8957,26807.0415,11997.7399,35221.4453,42935.3081,11765.9835,27859.6605,31926.377,45078.7428,52731.9213,11731.081,36188.5574,19479.2268,48205.9019,94677.6628,53247.7114,46922.0487,8476.326,136140.2979,23333.7997,47493.653,13543.5787,7707.4923,25942.2386,72854.5242,22175.0297,10056.2496,15224.4956,8422.684,42665.2379,57671.9546,18310.2175,27894.4956,6006.8785,131298.4551,16308.9137,22016.9101,104436.8172,36442.7754
2018-10-31,18232.2396,28007.1682,12054.1998,35778.8306,43330.033,11820.9819,28675.481,32471.0001,45828.2706,53312.5531,12227.6588,37033.9221,19538.3713,50601.7773,98774.4731,53659.7328,47125.1744,8412.768,139413.6752,24079.6289,49703.5411,13535.6862,7909.4817,26241.1682,75810.6023,22158.4399,9965.7547,15443.8225,8621.2059,42870.7544,57653.2076,18538.8861,27881.4303,6207.1078,135768.5121,16244.4657,22522.7523,111440.3591,36761.9822
2018-11-01,18249.1213,27653.4467,12181.2347,36150.4208,43778.5841,11993.3101,29150.3616,32872.3013,45378.5539,53206.9836,12601.2311,36976.0204,19508.7991,50180.2807,98987.4571,53756.679,47005.6887,8620.776,135871.9883,24079.6289,50385.4495,13634.3428,7948.4621,26402.7517,74871.7954,22141.8501,9960.0987,15384.9787,8601.1307,43007.7655,57809.4324,18603.0248,27959.8223,6281.8601,136273.6033,16215.8222,22711.8045,111944.6141,37360.4949
2018-11-02,18730.2498,27552.3834,12294.1546,36349.487,43258.2648,12110.64,29004.2445,33216.2738,45292.8936,53565.9196,12560.2289,37543.457,19597.5158,50047.1765,97408.8696,53905.4323,46563.5915,8522.55,134825.5808,24356.6512,53163.5946,13752.7307,7831.5209,26766.3147,74181.2679,22064.4311,9934.647,15277.99,8538.6743,43117.3743,58246.8619,18352.0471,28573.8932,6367.2912,140945.6968,16412.7465,22773.1187,112672.9825,37121.0898
2018-11-05,17962.1323,27034.4339,12228.2847,36614.9086,43347.975,12147.3055,29357.3608,33124.5478,45635.5348,52995.8448,12100.0972,37080.2435,19496.9702,49292.9194,98523.9037,53481.171,46802.5629,8453.214,137911.1413,24037.0101,51774.522,13760.6232,7835.0645,26834.9877,74002.817,21851.5287,10104.325,15240.5439,8505.2156,43384.5458,58078.1391,18109.4353,28116.6064,6303.2178,140263.8237,16040.3805,22951.9518,113009.1525,37666.4014
2018-11-06,17928.3689,27072.3327,12454.1245,36707.8062,43060.9024,11906.5654,29272.1258,32986.9588,45121.5729,53080.3004,12232.2143,36999.1811,19289.9646,49026.7111,97220.9426,53347.8317,46266.6108,8574.552,136515.9313,24441.8888,51761.8941,13610.6652,7781.9094,26713.8,74367.4776,21953.8324,10152.4005,15272.6405,8453.0028,43103.6732,58028.1472,17986.7351,27988.042,6353.9426,137889.8951,16058.2827,22946.8423,113513.4075,37480.1975
2018-11-07,18401.0566,27981.9024,12435.3045,37384.6312,43367.9431,12203.6793,30307.122,32711.7808,45871.1007,52890.2754,12081.8742,37531.8767,19218.9912,50313.3849,98574.0175,53905.4323,47389.8188,8638.11,138796.5631,24367.3059,51963.941,13823.7635,7930.7438,26790.5522,74553.6872,22105.9056,10438.0251,15518.7146,8513.2538,43172.1787,58421.8337,18209.8264,28157.904,6468.7407,139531.4415,16291.0115,23156.3325,114129.7192,38557.5204
2018-11-08,18569.8736,28057.6999,12312.9746,37477.5288,43080.857,12111.9775,29893.1235,32958.2944,45892.5158,52404.6561,11936.0899,37404.493,19375.724,50734.8815,99363.3113,54111.5021,46935.756,8643.888,137991.6342,24335.3418,51446.1958,14068.4319,7877.5886,27364.1738,74212.3029,22072.726,10460.6488,14871.4328,8566.8103,43398.2469,58490.5727,18022.7348,28327.7661,6554.1719,136879.7128,16291.0115,23299.399,114409.8609,38916.628
2018-11-09,18502.3468,28247.1936,12312.9746,37796.0347,43134.6857,12126.6498,30623.709,32556.9932,45681.2579,52277.9728,11840.4189,36987.6008,19204.2051,49891.8883,100497.5355,54075.1369,47103.0423,8719.002,135469.5239,24207.4853,49653.0294,13871.1186,7753.56,27218.7486,73459.7055,22368.5774,10684.0582,14759.4787,8484.2441,44946.4717,57946.9103,17788.456,27974.9757,6415.3462,134354.2568,16051.1218,22747.5711,115194.2576,38916.628
2018-11-12,18012.7774,28594.4931,12378.8445,37968.5587,42578.4564,11737.834,30550.6505,31966.5072,45766.9236,51644.5564,11047.7168,36353.5562,19142.1034,49514.7598,99733.1528,53469.0492,46613.1324,8747.892,134745.0879,24207.5808,49084.7725,13760.6232,7483.3737,26826.9085,73234.7022,22050.6062,10505.8963,14385.0085,8386.0571,45199.9421,56984.5654,17347.7887,28066.4399,6287.1995,133066.2743,15644.8835,22226.4003,115034.5225,38597.4213
2018-11-13,18088.7451,28633.8976,12345.9096,38486.1308,42793.7709,11877.2208,30550.6505,32316.2125,45916.8387,52953.6171,11421.2891,36921.0376,19452.6118,50091.5446,100510.0664,53881.1888,46720.6736,8730.558,132840.0896,24452.6399,50612.7523,13835.6023,7199.6439,27194.5111,74809.7255,22260.7437,10545.4878,14615.0402,8446.3082,45576.7225,57771.9385,17618.325,28079.5062,6401.9976,136223.0942,15874.0601,22108.8814,117051.689,38916.628
2018-11-14,17835.5195,28082.2353,12298.8596,36946.6856,42937.314,11939.5781,30441.0626,31943.5757,45338.5949,52520.7825,11339.2854,36793.6438,19425.9968,49337.2875,99595.3133,53384.197,46732.6226,8643.888,133242.5541,24005.1406,50208.6584,13732.9994,7224.4702,27045.0463,74119.198,22116.9654,10508.7243,14176.375,8696.2386,44706.7024,57546.9747,17685.2618,27857.3789,6287.1995,135414.9483,16156.95,22001.5816,116211.203,39116.1323
2018-11-15,17472.5629,28239.8531,12280.0396,36880.3302,42219.5988,11913.9016,29613.0657,31502.1443,45617.0086,51729.0119,11243.6144,37268.4752,19289.9646,48472.1102,98028.9552,52899.3269,46230.7637,8441.658,134553.8991,23770.7362,49615.1456,13815.8709,6937.1938,26851.1461,72823.4892,21909.593,10401.2615,14144.2776,8660.5342,44665.599,56859.5855,17626.6921,27465.3895,6201.7683,134051.2021,16060.2661,22246.8384,116211.203,38903.3278
2018-11-16,17354.391,28607.6279,12463.5345,37265.1915,42219.5988,11921.2377,29710.4771,31267.0965,45167.2634,51834.5813,11111.4974,37036.8502,19074.0873,48228.0859,99282.0417,52378.0915,46063.4774,8233.65,134245.1044,23792.0457,49198.4239,13807.9784,6933.6472,26738.0376,72070.8919,21735.4001,10460.6488,14213.8221,8702.9331,44597.0935,56484.646,17540.232,28298.8925,6305.8876,133470.3472,15945.6778,22241.7289,116323.2678,38996.4297
2018-11-19,17244.6599,27675.056,12425.8945,37119.2096,41268.6261,12005.6034,29698.3007,31192.5691,44953.0991,50968.9121,11125.1647,36712.5751,17465.3581,47895.3254,98429.9428,52572.0396,45884.2421,8262.54,133050.2035,23451.0939,48314.4686,13697.483,6798.8755,26685.5229,71822.6124,21519.7327,10446.509,14187.0742,8582.431,44329.922,56597.1278,17434.2488,28259.7154,6231.1937,130944.8913,15924.1925,22149.7576,115094.1544,39023.0303
2018-11-20,16868.1979,27110.259,12331.7946,37172.294,39940.8529,11814.8636,29613.0657,30475.9598,44053.6087,50947.7982,10911.044,36411.4625,17258.3525,47429.4607,98918.6466,51287.1338,45633.3127,7962.084,131210.8617,23152.761,47253.7223,13586.9876,6752.7694,26115.9409,70658.8021,21284.7106,10488.9285,14213.8221,8635.9875,44514.8869,55372.3252,17252.9616,27541.4694,5785.3456,128217.3988,15934.9351,21132.9636,114757.9494,38663.9227
2018-11-21,16841.1872,27070.8545,12350.6146,37291.7337,39384.6236,12042.2841,30002.7113,30894.4597,44396.2717,51845.1382,11430.4006,36758.9001,17447.6148,47717.8532,98354.7577,51275.0121,46015.6813,8002.53,132674.2796,23493.7128,48364.9803,13622.504,6511.5991,26455.2664,72288.1365,21638.6263,10624.6709,14331.5127,8647.1451,44816.3112,55978.4775,17378.4681,28116.0662,5814.7128,131652.0189,16318.0898,21541.725,115654.4959,39036.3306
2018-11-22,16854.6926,26729.3493,12162.4147,37172.294,39151.3661,11862.5485,29576.5365,30584.8845,43967.943,51929.5938,11275.5048,36040.8623,17477.187,47229.8044,98104.1404,50571.9504,45776.7009,7898.526,131734.4699,23237.999,48996.3769,13362.0506,6312.9882,26233.089,71682.0465,21450.6086,10412.5734,14229.8708,8691.7755,44720.4035,55347.3293,17372.89,27554.5284,5809.3733,130566.0729,16289.4427,21030.7733,114926.0519,38956.5289
2018-11-23,17058.9612,26637.4056,12185.9397,37424.4445,39312.8521,12078.9649,29442.5958,30733.9392,44224.9402,52109.0618,11325.6181,36168.2561,17876.4121,48294.638,99595.3133,50693.168,45920.0892,8042.976,127773.8433,23056.8683,49286.8194,13145.006,6231.4159,26289.6432,72520.5238,21704.9855,10525.6921,14251.2691,8760.9527,45124.586,55441.0642,17721.5192,27724.2957,5889.4658,130540.8183,16429.0972,20378.7989,115654.4959,38929.9283
2018-11-26,17472.5629,27005.1805,12341.2046,37291.7337,39581.9953,12456.7764,30294.9455,31874.7812,45167.2634,51243.3926,11639.9655,36839.9688,18364.3538,48006.2456,98868.5231,51432.5949,46923.807,8071.866,129693.7403,23344.5464,49198.4239,13002.9405,6724.3964,26855.1856,72652.5063,21774.1096,10616.187,14368.9597,8714.0908,45090.3333,56665.8668,18441.0899,28364.1876,6073.6785,129606.3996,16951.9063,20749.7498,114870.0178,39608.2428
2018-11-27,17312.1867,26952.6412,12463.5345,37623.5107,38989.8802,12526.4698,30855.0611,31777.3223,44696.1018,50314.3818,11612.631,36480.95,18213.5355,48028.4296,98417.412,51553.8124,46696.7756,8222.094,128968.7442,23078.1778,48920.6093,13117.3822,6720.8498,26669.3646,72745.6704,21975.9522,10723.6497,14363.6102,8647.1451,45494.5158,56347.1681,18516.3938,28573.1319,6068.339,128394.1808,16293.0236,20010.9136,116551.0424,39900.849
2018-11-28,17523.208,27872.0783,12468.2395,37291.7337,38684.8512,12654.8523,30599.3562,31525.0758,44460.521,51169.494,11548.8503,36724.1563,18328.8672,47096.7003,99344.696,51929.5867,46577.2853,8181.648,129546.0559,22918.3566,48983.749,13219.9851,6813.062,26588.5728,72590.3969,21793.4644,10743.4455,14438.5042,8653.8397,44816.3112,55934.7346,18371.364,28664.545,6199.1567,129581.1451,16332.4133,20098.7973,116214.8375,39781.1464
2018-11-29,17362.8318,28213.5835,12397.6645,37251.9204,40156.6188,12742.8861,30416.7098,31679.8634,44610.4361,51211.7218,11817.6401,37256.894,18453.0705,49470.3917,98830.9305,52210.8838,46350.2539,8366.544,130069.6642,22854.4281,49084.7725,12955.5854,7018.7661,26523.9394,73646.2572,21381.4844,10599.2192,14454.5529,8718.5538,44898.5178,55959.7306,18340.6847,29108.5516,6295.2676,129555.8905,16461.3251,20494.274,116775.179,39954.0501
2018-11-30,17396.5953,27845.8086,12317.6796,37477.5288,40336.4514,12456.7764,30246.2398,31439.0827,45724.0908,50430.5081,11781.1941,37222.1502,18349.5677,48960.159,100008.8318,52162.3945,46063.4774,8447.436,132016.4128,23078.1778,48491.2596,12549.1201,6791.7823,26225.0098,73459.9289,20991.6241,10619.015,14470.6017,8649.3766,45254.7465,55459.8111,18259.8027,28729.8401,6292.5979,127560.7803,16547.2664,20453.3978,116495.0082,40326.458
2018-12-03,17903.0463,29330.0428,12312.9746,37424.4445,40821.9994,12383.4149,30562.8269,31771.5894,45831.1729,52119.6187,12491.8925,37893.863,18293.3805,50150.2091,98016.4243,52319.9848,45047.8106,8562.996,133761.7737,23376.5106,52216.4996,11823.0075,6813.062,26540.0977,74298.4062,20681.9479,10627.4989,14192.4237,8548.9582,44816.3112,56047.2165,18028.3129,29317.4959,6482.15,133975.4384,16572.3325,21276.0301,118904.4769,39834.3476
2018-12-04,17616.0574,28213.5835,11950.6899,37769.4925,40635.5621,12295.5802,30075.7699,31066.4459,45916.8387,52341.3145,12141.0991,37291.6378,17891.1982,49971.3408,99106.6095,51823.2624,45800.5989,8487.882,132902.5191,22737.2259,51193.6371,12075.5684,6518.6923,25986.6741,73188.2001,20424.8061,10610.5311,13962.392,8392.7517,44891.6673,54816.1649,17645.8051,28746.7695,8689.5855,132258.1284,16282.2809,20887.7068,119072.5794,39182.6337
2018-12-05,17430.3587,27858.9435,11588.4052,37689.8661,47801.0409,12244.1957,30112.2992,30756.8707,45445.6771,51465.0884,11735.6365,36782.0626,17710.8076,48786.3381,97828.4613,50383.7274,44605.6968,8389.656,131049.7514,22588.0595,50915.8226,11767.7598,6270.4288,25671.5862,71666.5191,20289.3227,10486.1005,13908.8962,8374.8995,44247.7154,54266.2535,17119.2704,28472.4931,8488.7757,131071.1641,16178.4353,20581.1357,117223.4523,39342.2371
2018-12-06,16311.1017,27504.3034,11442.5503,36614.9086,47012.1745,11660.6144,29418.2429,29272.0562,44589.0196,50472.7359,11034.0495,35160.687,16971.5019,47400.1085,94758.3995,48729.482,42409.7971,8031.42,127236.8092,22129.9055,49362.587,11361.2946,5851.9273,24685.9265,68817.249,19755.6842,10186.3361,13523.7268,8048.3795,43453.0513,52222.8329,16440.6693,27558.2388,8320.8258,125212.1062,15558.9423,19375.2897,113693.3005,38663.9227
2018-12-07,16287.4673,27517.4383,11397.8529,36628.1797,46862.9295,12108.3937,29527.8308,29214.7275,45167.2634,50895.0135,10901.9325,35531.2871,17024.7319,47243.5987,95923.7699,48114.6297,43425.5291,8164.314,129331.825,22183.1792,49918.216,11507.3064,5777.4482,24605.1347,69151.0872,20010.0611,10183.5081,13502.3285,8296.1937,43706.5218,51985.3711,16515.1363,27754.1504,8284.3149,126020.2522,15433.6113,19720.693,115430.3593,38996.4297
2018-12-10,15868.8011,27175.9331,11353.1554,36482.1978,46607.3532,11774.3944,29199.0673,28349.0635,45124.4305,49860.4333,10610.3639,35357.5683,16347.5279,45857.3691,96374.881,47236.2693,42816.0899,8037.198,127116.5493,21756.9894,49160.5401,11578.3391,5737.1768,23853.7712,67924.4259,19780.5689,9951.6148,13307.3215,8282.7983,43137.9259,50491.8619,16300.0093,27336.2056,8167.4801,122863.4322,15247.4053,18976.7473,115710.5301,38557.5204
2018-12-11,16341.4888,28531.5378,11501.3628,37291.7337,46735.2782,12126.7453,29856.5942,28337.5977,45447.0304,50567.7483,10929.267,35755.992,16341.6134,47087.0889,97853.5231,46826.3678,44034.9683,8302.986,128257.752,22300.3814,50435.9612,11724.3509,5942.963,23906.2859,68786.1943,19799.9237,10206.1318,13433.0389,8416.752,43028.3171,50841.8055,16727.5053,27558.2388,8412.1029,125893.9794,15462.2584,19622.5903,116382.9399,38823.5261
2018-12-12,16621.7251,29188.3412,11691.9151,39494.7329,47353.5825,12387.3382,30806.3554,29329.385,45961.0402,50810.558,11152.4993,36589.951,16652.1218,48585.1112,99983.7701,47221.63,44680.2568,8441.658,130150.8058,22992.9398,51736.6382,11953.2342,6152.2972,24568.7784,71022.1338,20366.7418,10406.9175,13663.0751,8573.0312,43932.59,52372.8087,16881.9555,28015.366,8616.5638,128469.9444,16020.5797,20156.0239,117394.4509,39302.3363
2018-12-13,16169.2954,28794.2592,11682.5051,39335.4799,47225.6575,12174.4595,31110.766,29358.0494,46003.8743,51781.7966,11147.9435,36393.044,16876.8707,48562.7527,98492.5972,47128.9142,44512.9598,8331.876,131412.8416,22513.4763,51951.3131,12020.3207,6145.2011,24629.3723,69849.8183,20203.6088,10520.0361,13352.7938,8530.6125,44062.7505,52729.0013,16727.5053,28028.4267,8715.1431,129227.5812,15919.8666,19965.9499,115993.5624,38823.5261
2018-12-14,15905.9408,27612.0131,11757.7851,39388.5643,46927.1658,12148.7673,31427.3531,29054.207,45918.206,51285.6203,11143.3877,35327.4297,16456.9451,48383.8843,98041.486,46841.0072,43927.4202,8198.982,131842.4709,22151.215,51067.3578,11779.5986,5854.262,24116.3445,68840.54,19993.4713,10471.9607,13291.2725,8581.9614,43898.3372,51985.3711,16324.8317,27806.3935,8423.0562,127257.7256,15664.4869,19845.3653,114480.6029,38677.2229
2018-12-17,15534.5434,26981.4819,11786.015,38924.0765,46692.6365,11928.5479,31329.9417,28409.2587,45554.1158,50335.4956,11020.3822,34956.7813,16164.18,48115.5818,97013.9551,46406.7068,43234.3325,8129.646,130540.1573,21906.1558,50903.1947,11530.984,5747.8209,23449.8124,68048.6448,19708.6798,10497.4124,13194.9783,8550.7056,43316.0403,50716.8256,15996.625,27466.8133,7849.8356,126323.3069,15441.4793,19849.4529,113920.2475,38397.917
2018-12-18,15200.2857,26745.0327,11637.8077,38446.3176,46479.4281,11689.977,30855.0611,28234.406,45082.9401,50050.4582,11034.0495,35026.2779,16090.2495,47936.7135,95497.7205,46284.7123,42624.8933,8077.644,125545.7174,22055.3223,50827.4271,11558.6078,5705.2445,23272.0705,68825.0127,19271.8151,10290.9708,13162.8803,8401.124,42946.1105,50685.5806,15878.0294,27519.0564,7886.3724,127282.9801,15491.8358,19499.9619,113471.9632,37839.3051
