,PUB FP Equity,RI FP Equity,RMS FP Equity,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,HO FP Equity,KER FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,CA FP Equity,CAP FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,SGO FP Equity,STLAP FP Equity,ERF FP Equity,GLE FP Equity,OR FP Equity,ORA FP Equity,VIV FP Equity,WLN FP Equity
2022-03-31,55.26,199.3,1291.5,10.886,144.4727,26.565,92.99,113.95,575.7,110.36,21.27,50.03,51.93,39.59,152.16,23.875,107.26,92.0086,44.715,166.3,31.63,11.934,86.38,649.4,30.7375,29.3,19.645,202.5,346.3,46.03,68.18,29.09,54.27,14.798,89.91,24.46,363.85,10.704,11.84,39.485
2022-04-01,55.08,199.25,1270.5,10.92,144.9091,26.77,93.66,112.6,575.3,111.02,21.09,50.27,51.69,38.655,154.38,24.075,106.98,93.6298,44.34,165.7,31.71,11.926,87.14,649.6,30.85,29.785,19.35,199.85,346.3,46.755,68.58,29.52,54.03,14.778,90.94,24.4,367.7,10.778,11.91,39.31
2022-04-04,55.32,198.85,1301.0,10.864,146.5455,26.24,92.15,116.0,585.7,110.1,21.55,50.18,51.34,38.675,156.28,24.52,106.62,94.8531,45.58,170.3,31.44,12.0,87.22,663.9,30.875,29.62,19.3,205.4,347.4,46.645,67.89,29.9,54.64,14.886,91.48,24.0,371.05,10.708,12.095,40.15
2022-04-05,55.2,202.2,1316.5,10.318,147.0364,25.76,88.38,116.6,584.6,105.24,20.79,50.56,49.0,36.625,151.96,23.005,103.18,96.4544,45.935,169.8,30.63,11.784,85.06,660.9,30.1125,28.465,18.965,200.8,348.7,46.3,68.31,28.32,52.3,14.338,93.0,22.66,374.5,10.704,11.845,39.06
2022-04-06,54.62,199.15,1290.0,10.066,145.6,25.71,86.31,117.45,557.1,103.8,20.24,50.65,47.295,35.61,144.14,22.12,101.1,97.8468,44.04,163.3,30.37,11.754,82.02,636.2,29.425,28.02,19.395,192.9,332.9,45.65,67.08,27.83,49.955,13.704,95.22,21.91,366.4,10.852,11.64,37.69
2022-04-07,54.32,197.65,1277.0,9.887,145.6727,25.485,87.04,118.0,548.4,101.98,19.7,51.6,46.56,35.25,143.86,21.93,100.72,99.3685,43.565,162.9,30.44,11.544,83.22,624.0,29.025,27.73,19.775,190.65,336.7,44.91,67.35,27.12,50.01,13.538,98.4,21.475,367.2,10.86,11.635,37.37
2022-04-08,55.12,201.3,1294.0,9.885,147.4727,25.765,88.17,119.95,551.3,103.4,20.77,52.24,47.845,35.035,145.5,21.855,101.7,103.8938,41.97,164.75,30.8,11.614,83.42,631.7,29.2125,28.28,20.17,189.7,339.0,45.66,68.59,27.43,51.36,13.772,99.74,21.865,367.85,11.036,11.665,36.29
2022-04-11,54.64,200.5,1252.5,10.008,149.0909,26.5,90.35,123.0,535.3,104.44,20.61,52.32,48.745,34.87,143.0,22.185,102.0,105.6443,40.555,163.25,31.19,11.52,82.2,619.9,29.15,28.63,20.41,189.45,337.8,46.625,69.97,27.69,51.51,13.92,98.46,22.95,364.45,11.098,11.85,35.77
2022-04-12,54.24,197.15,1263.0,9.917,147.3636,26.775,90.91,125.05,531.8,104.66,20.72,51.93,48.71,34.75,141.86,22.17,101.54,102.6605,40.82,161.35,31.02,11.448,81.76,630.9,29.475,29.28,20.08,189.95,334.3,46.425,69.73,27.6,52.08,13.866,96.18,22.525,361.65,11.106,11.84,35.26
2022-04-13,54.64,192.25,1250.0,9.96,147.4727,26.66,90.29,125.8,526.3,104.36,20.98,51.37,48.925,34.675,141.84,22.27,102.02,103.1181,40.52,161.95,30.78,11.612,81.78,634.1,29.675,29.635,20.14,188.8,332.9,46.985,70.78,27.9,52.29,13.994,95.66,22.72,359.2,11.142,11.905,34.61
2022-04-14,55.62,196.45,1283.5,9.984,148.0909,27.0,89.97,128.5,533.8,106.12,21.23,52.67,49.505,34.155,141.32,22.23,103.88,102.581,40.55,167.25,31.15,11.654,81.84,640.0,29.8,30.505,20.19,191.15,335.1,46.69,70.99,27.98,51.9,14.076,95.72,22.86,361.45,11.258,11.925,35.21
2022-04-15,55.62,196.45,1283.5,9.984,148.0909,27.0,89.97,128.5,533.8,106.12,21.23,52.67,49.505,34.155,141.32,22.23,103.88,102.581,40.55,167.25,31.15,11.654,81.84,640.0,29.8,30.505,20.19,191.15,335.1,46.69,70.99,27.98,51.9,14.076,95.72,22.86,361.45,11.258,11.925,35.21
2022-04-18,55.62,196.45,1283.5,9.984,148.0909,27.0,89.97,128.5,533.8,106.12,21.23,52.67,49.505,34.155,141.32,22.23,103.88,102.581,40.55,167.25,31.15,11.654,81.84,640.0,29.8,30.505,20.19,191.15,335.1,46.69,70.99,27.98,51.9,14.076,95.72,22.86,361.45,11.258,11.925,35.21
2022-04-19,55.88,191.15,1237.0,10.05,146.2727,26.59,89.24,129.0,529.9,104.22,21.53,52.63,49.745,34.595,140.74,22.745,102.8,101.9842,40.245,165.25,31.48,11.686,82.16,634.1,30.35,30.415,20.6,187.8,325.3,47.345,70.23,27.34,51.58,13.35,94.88,23.17,350.95,11.17,11.89,35.02
2022-04-20,58.0,195.0,1247.5,10.346,147.0727,27.155,91.83,127.55,541.9,105.82,21.31,55.66,51.23,35.69,143.22,22.84,105.14,101.8052,40.295,169.65,32.17,12.006,83.88,642.3,30.15,29.865,20.37,192.15,344.2,47.035,69.63,28.37,52.96,13.422,94.28,23.93,353.65,11.138,11.86,35.46
2022-04-21,58.66,195.35,1254.5,10.518,147.8727,27.09,94.65,125.2,553.1,108.52,22.0,55.34,52.4,35.975,147.34,23.525,109.46,102.6804,40.845,171.7,32.29,12.164,86.88,653.4,30.3625,30.775,19.77,195.2,345.0,47.15,71.6,29.06,54.87,13.56,89.8,24.305,360.95,11.084,11.77,35.75
2022-04-22,58.0,193.65,1232.5,10.492,145.6364,26.63,92.9,124.5,529.2,104.66,21.78,55.22,51.73,35.31,142.32,23.21,106.96,100.8504,40.175,167.2,32.1,12.078,84.72,639.6,29.7,29.53,19.64,192.1,340.5,45.87,69.92,28.63,55.49,13.13,89.18,24.045,353.0,11.106,11.495,35.39
2022-04-25,56.96,192.35,1179.0,10.432,144.8545,25.775,94.1,123.45,506.2,103.0,21.86,56.18,50.85,35.275,139.02,23.115,104.06,100.3531,39.875,163.9,32.57,11.56,83.86,615.6,29.2375,26.92,19.8,188.0,341.0,44.03,70.17,28.66,54.49,12.836,91.12,23.465,341.9,11.136,11.535,35.18
2022-04-26,57.46,194.3,1165.5,10.288,146.4909,25.93,92.8,123.3,507.4,102.04,20.57,56.41,50.44,34.855,136.54,22.12,105.2,100.751,38.605,160.4,33.06,11.446,83.64,607.3,28.6375,26.87,20.05,185.35,340.0,44.755,70.97,28.14,54.12,12.39,89.44,23.19,338.2,11.25,11.11,35.06
2022-04-27,57.02,195.5,1186.0,10.186,147.5455,25.705,92.15,122.9,507.2,102.12,20.5,55.79,49.745,35.035,135.66,22.345,104.44,102.7799,40.41,159.95,32.73,11.164,83.02,616.6,29.675,28.035,19.825,186.5,334.9,45.13,70.66,27.31,54.95,12.646,88.08,23.02,341.55,11.31,11.115,35.74
2022-04-28,57.34,193.5,1188.5,10.204,148.7636,25.69,92.96,121.7,505.9,103.34,20.88,56.91,49.46,35.59,137.92,22.95,105.46,101.845,42.72,162.1,33.0,11.34,83.42,617.2,29.775,27.75,19.9,196.1,343.7,46.78,67.66,27.8,55.58,12.79,89.88,22.97,347.3,11.32,11.07,38.16
2022-04-29,57.58,197.65,1186.5,10.376,150.3091,25.46,92.84,122.0,513.1,105.54,21.12,57.64,49.705,35.735,137.7,23.575,103.18,100.6316,42.535,163.8,32.85,11.322,84.76,619.5,29.7625,28.115,20.16,196.1,342.7,47.225,68.0,27.9,56.33,13.008,88.72,23.17,348.9,11.318,10.96,37.85
2022-05-02,56.5,196.85,1153.0,10.216,148.2,25.185,91.07,120.8,504.2,103.98,21.01,57.3,48.805,34.865,132.94,23.26,99.6,100.4725,41.535,161.45,32.24,11.242,83.2,606.6,29.5,26.975,20.39,191.35,331.4,46.98,68.08,27.09,55.89,12.61,86.96,22.69,340.1,11.262,10.925,37.63
2022-05-03,57.58,198.35,1129.0,10.484,149.0182,25.49,92.73,124.85,490.3,106.54,22.15,57.4,51.32,35.72,131.0,24.15,100.48,101.0692,41.875,160.8,30.93,11.348,83.36,600.5,29.85,28.12,20.84,194.05,330.3,48.8,69.0,27.46,55.31,12.978,86.38,23.405,333.5,11.456,11.11,38.35
2022-05-04,57.72,193.55,1103.0,10.4,148.6727,25.16,91.32,122.8,480.85,102.58,22.41,56.37,51.01,35.02,129.52,23.65,98.68,99.1795,41.43,159.0,31.02,11.388,81.96,593.3,29.8,26.895,20.47,190.55,328.9,48.825,68.61,27.19,54.86,12.824,85.2,23.02,329.8,11.504,11.295,38.04
2022-05-05,57.12,192.75,1076.0,9.983,149.0364,24.675,91.06,122.5,470.9,109.02,22.17,56.02,50.7,35.1,129.36,22.715,97.11,99.4779,41.49,158.6,30.92,11.276,83.2,574.0,29.4,26.345,20.56,189.35,328.9,49.515,68.37,27.2,54.13,12.728,86.72,22.43,329.2,11.604,11.055,37.27
2022-05-06,54.56,183.2,1042.0,9.965,146.2,22.795,90.39,121.05,457.9,107.5,22.33,56.1,50.59,34.765,127.0,23.17,95.42,97.05,39.495,155.05,30.74,11.138,81.28,561.9,29.275,26.32,20.59,183.75,317.0,50.6,66.88,26.26,53.53,13.156,84.54,22.565,316.0,11.574,10.935,37.44
2022-05-09,52.6,176.2,1015.0,9.9,142.6,22.24,89.34,118.2,442.45,103.72,22.76,55.89,49.85,33.4,121.9,22.455,92.28,96.46,37.74,151.85,30.63,11.006,78.02,542.6,28.4,25.95,20.6,177.75,304.7,48.135,67.25,25.27,51.8,12.73,84.8,22.0,304.4,11.642,10.855,35.65
2022-05-10,52.94,177.95,1016.5,9.95,143.3091,22.47,88.86,116.8,442.9,104.6,23.04,54.84,50.92,33.43,123.96,22.375,92.66,97.79,38.075,144.1,30.9,10.99,79.36,549.5,28.8375,25.955,20.67,176.7,307.1,48.145,68.73,25.56,51.9,12.854,83.38,22.005,309.0,11.722,10.845,35.25
2022-05-11,53.76,185.25,1054.0,10.158,143.9636,22.96,91.02,117.7,459.6,107.48,21.85,54.96,52.15,34.375,127.6,22.945,95.86,97.93,38.23,146.8,31.23,11.29,79.76,573.0,29.3875,26.895,20.48,179.7,309.5,50.35,70.61,26.65,52.89,13.226,82.5,22.625,323.85,11.666,10.995,35.54
2022-05-12,53.28,182.8,1034.0,10.062,143.2909,22.655,90.38,114.25,449.0,104.4,22.91,54.8,51.41,35.74,128.0,22.425,93.77,97.46,37.59,145.05,30.93,11.082,78.88,565.4,29.375,26.05,20.59,180.45,307.8,49.37,69.6,25.04,52.39,13.252,81.24,22.955,322.7,11.68,10.965,35.92
2022-05-13,54.94,188.35,1070.0,10.286,147.6364,23.005,92.55,113.95,460.1,106.36,23.27,56.17,52.38,37.88,129.48,23.6,96.53,99.79,38.105,149.6,31.2,11.36,80.32,581.3,30.075,26.445,21.03,184.25,314.7,51.08,70.04,25.98,53.65,13.744,84.18,23.34,332.45,11.666,11.02,36.85
2022-05-16,55.26,191.25,1065.0,10.254,145.2364,23.04,92.56,116.05,460.75,105.84,22.84,56.6,52.31,37.145,127.62,23.59,96.48,100.0,37.925,149.3,31.69,11.632,78.88,575.0,30.1875,27.15,21.17,184.95,310.9,51.71,70.0,25.82,53.1,13.67,84.66,23.21,327.8,11.722,10.995,36.04
2022-05-17,55.98,189.0,1090.5,10.534,148.1818,23.585,92.93,115.45,470.35,108.28,23.45,55.94,53.5,38.145,128.92,24.25,98.62,99.92,38.14,150.8,32.05,12.252,80.5,590.1,29.125,27.61,21.03,187.6,310.8,52.33,71.31,26.23,53.92,13.734,85.0,24.05,328.25,11.726,11.035,37.2
2022-05-18,54.94,184.3,1069.0,10.464,147.0545,23.42,92.41,114.55,463.3,107.94,23.93,55.49,53.34,37.36,126.22,23.81,97.91,100.92,37.17,146.55,32.02,12.364,79.4,578.5,28.5125,27.565,20.1,181.9,305.8,52.18,72.45,25.83,53.69,13.524,83.2,23.98,316.0,11.688,10.905,35.93
2022-05-19,54.42,177.9,1055.0,10.372,145.0909,23.045,90.76,113.3,454.1,106.4,23.92,54.11,53.19,37.345,124.84,24.115,95.88,100.06,37.78,145.65,31.86,12.474,79.1,568.5,28.8375,27.13,19.46,178.35,303.7,51.53,64.11,25.18,52.43,13.48,85.66,24.475,308.65,11.548,10.79,36.99
2022-05-20,54.6,177.0,1034.5,10.394,145.5636,23.12,90.96,113.8,450.35,106.92,23.96,54.87,53.71,36.795,125.62,24.175,96.01,102.3,38.24,146.6,31.8,12.642,79.14,556.6,29.075,27.4,19.105,180.75,305.9,51.71,66.17,25.87,51.96,13.52,85.5,24.495,307.8,11.582,10.94,37.36
2022-05-23,54.44,180.75,1039.5,10.784,147.8727,23.425,89.86,115.7,455.0,107.18,24.33,55.15,52.12,36.845,127.54,24.28,96.13,103.7,38.555,148.95,32.03,12.864,80.18,560.9,29.4625,28.525,19.36,184.0,306.1,53.29,68.07,26.18,53.09,13.59,84.96,25.535,313.6,11.696,11.11,37.96
2022-05-24,50.4,176.65,1030.5,10.724,146.2182,23.365,88.81,116.05,446.9,102.74,23.96,54.38,51.68,35.58,124.06,23.86,92.09,103.62,37.22,146.3,32.15,12.596,78.9,551.8,29.1125,28.04,19.15,181.65,298.0,52.45,65.9,25.58,52.18,13.14,85.08,25.465,308.3,11.814,10.95,37.21
2022-05-25,50.6,178.2,1020.5,10.86,146.4182,23.635,89.55,115.65,452.1,104.76,24.52,54.96,51.87,35.785,123.0,24.39,94.72,103.72,37.655,147.2,32.46,12.782,80.34,551.0,29.4875,28.55,19.16,182.45,297.1,53.95,65.79,26.11,53.15,13.378,85.0,24.87,307.45,11.76,11.03,37.94
2022-05-26,51.56,178.25,1045.5,11.158,147.3636,23.96,92.09,117.45,467.7,109.06,24.85,54.56,52.7,36.385,125.18,25.31,98.58,103.6,38.18,148.45,32.76,12.742,80.84,571.2,30.0125,29.49,19.28,184.35,302.6,55.12,67.61,26.46,54.27,13.702,85.0,24.905,311.95,11.78,10.995,39.74
2022-05-27,51.76,183.45,1092.0,11.254,150.6,24.27,92.73,117.65,489.0,111.86,26.01,54.76,53.55,37.275,127.8,25.185,99.54,102.38,39.425,152.7,32.76,12.7,82.18,593.4,30.075,30.445,19.105,186.6,311.2,54.88,66.07,26.56,55.16,13.742,87.78,24.88,324.8,11.704,11.03,39.85
2022-05-30,52.12,184.15,1135.0,10.35,150.0545,24.12,91.7,116.4,505.3,112.54,25.76,54.79,54.3,37.845,131.58,25.71,99.91,100.42,40.435,152.2,32.38,12.554,81.78,608.6,30.5125,30.475,19.05,186.4,317.1,55.18,66.69,27.15,55.88,14.004,88.62,25.31,331.7,11.594,11.055,39.2
2022-05-31,50.88,182.5,1110.0,10.314,148.0364,23.51,89.68,113.6,509.7,108.78,25.4,54.73,53.11,37.23,129.04,25.55,96.25,99.38,39.185,150.05,32.13,12.496,80.56,597.2,30.3125,29.955,19.03,180.5,308.7,55.59,65.49,26.04,55.1,13.932,86.82,25.005,328.55,11.648,11.1,38.01
2022-06-01,51.26,180.05,1099.0,10.134,145.2,23.5,89.31,114.35,509.8,108.26,25.51,54.68,52.84,37.05,127.56,26.185,96.63,99.45,38.81,148.3,31.91,12.48,79.32,597.8,30.3125,29.635,19.295,176.1,301.7,54.12,64.56,25.92,54.69,14.152,85.2,25.055,321.95,11.63,11.02,38.09
2022-06-02,51.3,183.7,1122.5,10.116,147.4182,23.48,89.81,114.3,520.5,108.96,26.68,56.3,52.7,37.72,130.8,26.275,98.08,99.33,39.415,152.0,31.89,12.43,81.16,608.1,30.6875,30.325,19.615,178.8,307.6,54.17,63.09,26.22,57.31,14.258,86.18,24.965,332.0,11.548,11.31,38.7
2022-06-03,51.06,182.35,1119.0,10.01,147.0909,23.505,90.14,114.25,521.0,108.68,26.57,55.9,52.56,36.895,129.98,25.77,96.19,100.06,38.82,152.4,31.98,12.474,79.9,609.1,30.4875,30.35,19.7,179.95,306.2,54.48,63.5,26.56,56.79,13.796,85.18,24.98,327.9,11.556,11.35,38.43
2022-06-06,51.9,183.8,1127.0,10.158,148.26,23.895,91.42,115.0,526.1,111.34,26.32,55.9,53.28,37.03,131.0,26.63,98.52,100.16,39.57,151.8,32.07,12.602,80.5,613.8,30.7875,30.81,19.62,182.25,308.4,55.49,64.89,26.61,54.73,14.028,86.0,25.64,333.1,11.486,11.265,39.23
2022-06-07,51.0,181.8,1111.5,10.016,147.16,23.685,90.7,115.7,525.0,110.26,26.45,55.49,52.45,36.77,129.78,26.4,97.7,99.99,38.655,150.7,31.97,12.598,80.06,608.4,30.475,30.88,19.145,180.25,305.6,55.71,64.03,26.99,55.72,13.886,85.56,25.2,327.35,11.096,11.1,39.28
2022-06-08,49.89,177.25,1098.5,9.984,144.2,23.335,90.72,114.1,523.0,108.32,26.42,53.98,52.08,37.015,127.72,27.4,98.08,99.11,38.58,149.05,31.81,12.474,78.28,601.7,30.2375,29.855,18.9,178.5,300.8,56.52,63.81,26.62,55.68,13.964,85.98,25.03,326.9,10.848,11.085,39.15
2022-06-09,49.21,176.85,1074.0,9.809,141.88,23.41,90.8,113.15,515.0,105.4,26.45,53.34,51.19,35.98,127.0,27.25,95.07,98.26,37.735,145.75,31.58,12.46,77.78,587.6,30.275,28.5,18.645,176.45,299.6,55.71,61.58,26.46,55.36,13.714,84.44,24.88,322.35,10.852,11.04,38.95
2022-06-10,47.21,174.8,1049.0,9.229,139.12,22.58,88.18,111.65,510.4,102.0,25.83,52.65,48.6,34.505,123.5,26.335,91.67,96.87,36.165,142.0,31.23,12.258,76.26,572.9,29.375,27.155,18.34,169.85,296.1,54.5,59.91,25.25,52.69,13.006,83.42,23.35,314.75,10.802,10.98,36.85
2022-06-13,46.3,174.9,1006.0,8.817,138.28,22.115,86.0,114.0,495.6,97.52,25.13,53.22,46.67,32.53,119.64,24.385,88.34,95.87,34.245,136.65,30.66,12.1,75.3,550.0,27.9875,25.995,18.48,169.35,287.8,53.35,55.04,24.22,50.06,12.472,79.8,22.255,308.3,10.9,10.88,35.1
2022-06-14,46.09,169.3,980.8,8.833,134.98,22.39,83.69,113.5,491.3,96.36,25.01,51.74,47.335,32.5,116.98,24.25,88.7,94.15,33.495,134.5,30.28,11.958,72.2,544.0,27.15,25.935,18.765,165.75,279.3,54.08,53.5,23.5,48.24,12.464,77.84,22.415,301.65,10.862,10.91,32.54
2022-06-15,46.66,172.8,990.0,9.052,136.84,23.055,85.58,113.85,504.0,96.45,25.06,51.36,48.285,33.71,120.02,25.395,91.7,93.95,34.335,135.85,30.99,12.212,73.98,551.8,27.8625,26.525,18.71,169.4,283.1,53.53,54.58,24.01,48.775,12.826,78.46,23.055,307.5,10.88,10.945,33.75
2022-06-16,45.14,169.4,970.2,8.903,131.68,22.595,84.76,112.45,489.15,93.0,24.51,50.27,47.52,31.625,117.38,23.68,89.74,93.53,33.475,134.15,30.81,11.322,72.8,539.4,27.22,25.08,18.64,166.0,279.5,51.97,52.63,23.15,45.59,12.158,76.3,22.585,304.45,10.914,10.63,33.33
2022-06-17,45.62,169.65,973.8,8.988,129.4,22.49,85.01,112.2,481.85,94.12,24.44,51.9,47.74,31.705,115.78,24.035,91.14,94.17,33.745,139.25,31.12,11.254,72.18,544.7,27.815,24.725,18.285,168.5,280.3,49.34,52.31,23.24,45.81,12.236,73.64,22.93,307.65,10.938,10.665,34.71
2022-06-20,47.0,168.5,985.8,9.207,127.32,22.715,85.07,115.3,484.4,96.98,24.83,51.95,48.345,31.505,114.02,26.375,96.33,95.61,33.875,140.6,30.66,11.514,70.8,542.5,27.77,24.515,18.625,168.4,279.4,50.25,54.76,23.46,43.98,12.394,72.08,23.475,308.5,11.03,10.47,35.52
2022-06-21,47.53,169.35,1002.5,9.397,131.2,22.635,84.47,115.5,494.3,96.08,24.62,51.64,49.355,32.32,114.52,26.33,95.3,94.43,34.085,140.9,30.61,11.462,70.48,553.5,27.81,24.8,18.29,171.45,278.6,50.5,54.28,23.58,45.07,12.69,72.68,23.72,315.6,10.936,10.455,36.79
2022-06-22,46.94,172.45,1014.0,9.243,130.18,22.42,85.61,112.7,487.9,92.96,23.89,51.12,49.04,31.665,112.8,26.135,93.94,95.54,34.25,139.65,30.56,11.558,69.42,551.7,27.0,22.43,16.98,174.9,281.3,49.045,53.09,23.62,43.725,12.482,73.4,23.595,316.95,11.116,10.245,37.52
2022-06-23,45.0,171.65,1035.0,8.876,129.72,21.96,85.2,111.6,490.0,90.92,23.18,50.57,46.74,31.12,112.0,25.235,92.4,95.75,35.105,141.55,30.08,11.442,68.9,566.0,25.805,22.295,16.5,174.55,282.7,48.095,50.68,22.95,41.945,12.22,76.48,22.295,323.35,11.042,10.025,37.95
2022-06-24,46.61,179.9,1067.5,9.179,134.9,22.465,87.75,113.55,502.5,92.5,23.52,52.59,47.935,31.79,116.74,24.71,95.0,100.56,36.635,146.55,30.84,11.346,71.68,587.4,26.245,22.5,17.075,178.35,294.2,49.555,52.02,23.91,43.245,12.432,78.8,22.8,336.85,11.106,10.065,38.53
2022-06-27,46.81,178.45,1062.5,9.099,133.74,22.035,86.17,114.9,496.65,93.21,23.88,52.68,47.805,31.845,117.24,25.27,92.87,99.59,36.325,143.3,30.31,11.368,72.3,580.2,26.46,23.08,17.09,181.0,293.7,50.0,52.32,24.42,42.785,12.416,78.14,22.65,334.55,11.134,9.996,37.7
2022-06-28,47.06,180.05,1068.0,9.143,133.98,22.29,87.67,116.85,503.6,94.94,24.16,52.89,47.91,31.425,117.6,25.865,96.47,99.37,36.24,144.3,30.65,11.488,71.88,589.1,26.615,23.08,17.255,174.7,293.1,50.65,53.11,24.72,42.685,12.54,78.28,22.83,330.95,11.29,9.996,37.79
2022-06-29,46.26,176.1,1076.0,8.999,131.86,22.0,86.52,116.0,500.6,92.21,23.5,53.03,47.08,30.78,115.54,24.425,93.44,100.88,36.085,142.85,30.18,11.39,71.3,589.0,26.44,22.34,17.095,169.0,293.6,50.96,50.93,24.11,41.53,12.188,74.42,22.29,330.75,11.256,9.682,37.11
2022-06-30,46.66,175.3,1067.0,8.731,128.12,21.66,84.96,117.05,490.1,92.45,21.59,53.26,45.365,30.0,112.9,23.79,94.21,96.34,35.115,142.9,29.36,10.966,70.46,581.7,25.975,21.51,16.885,163.45,293.3,50.37,48.65,23.29,40.945,11.782,75.08,20.89,329.3,11.22,9.696,35.38
2022-07-01,46.58,175.25,1065.5,8.73,126.94,21.725,85.85,120.15,487.25,95.24,21.87,53.3,45.31,29.1,111.26,24.355,95.1,97.52,35.325,143.85,28.82,11.194,70.12,580.0,26.17,21.625,16.94,161.75,295.9,50.15,49.055,23.62,41.04,11.708,75.24,20.805,329.4,11.28,9.568,35.46
2022-07-04,43.73,174.95,1065.0,8.754,128.0,21.785,86.4,118.2,490.4,93.4,22.2,53.72,45.28,28.565,112.0,24.145,94.9,98.34,35.0,139.8,28.64,10.988,70.9,585.3,26.02,21.83,17.15,157.3,300.1,52.43,47.48,23.53,40.65,11.6,74.98,20.615,331.7,11.3,9.474,35.83
2022-07-05,41.52,176.45,1060.0,8.43,122.44,20.38,82.9,111.7,479.65,89.42,21.47,52.94,43.905,27.965,112.18,22.735,91.8,97.12,35.04,139.5,27.68,10.554,70.94,572.0,24.995,20.89,16.59,155.4,298.9,49.065,46.135,22.22,39.53,11.24,73.0,19.7,331.45,11.142,9.264,34.2
2022-07-06,42.9,178.8,1113.5,8.408,126.46,20.685,84.66,115.95,489.45,92.66,22.5,53.58,43.435,29.335,116.26,22.625,95.33,97.9,36.745,143.25,27.65,10.384,71.56,597.6,25.79,20.65,16.78,159.1,311.8,47.64,47.57,22.45,40.18,11.2,76.58,19.574,347.75,11.014,9.306,35.07
2022-07-07,42.79,176.35,1085.5,8.559,127.74,21.225,86.37,117.85,505.2,94.68,24.08,53.26,44.55,30.17,116.18,24.005,98.72,99.27,37.16,142.75,28.09,10.628,72.56,607.6,26.63,21.785,16.755,164.1,313.0,49.375,48.505,23.3,41.725,12.018,77.02,20.34,343.9,10.742,9.496,35.52
2022-07-08,44.25,177.85,1070.0,8.741,128.46,21.605,88.18,119.9,501.0,96.04,24.32,53.59,45.46,30.83,117.24,24.62,99.42,99.33,37.26,143.65,28.58,10.834,72.78,606.9,27.055,21.86,17.17,167.5,310.0,49.27,50.36,23.37,42.985,12.48,77.68,20.825,330.45,10.596,9.718,35.19
2022-07-11,43.56,179.2,1075.0,8.553,128.26,21.44,86.32,120.6,496.15,96.71,23.82,53.42,43.975,30.75,115.86,23.36,98.39,100.14,37.07,145.6,28.13,10.782,72.42,604.3,26.38,21.6,16.96,166.2,312.5,48.92,49.015,23.18,41.53,12.192,77.86,20.285,329.5,10.604,9.392,34.9
2022-07-12,44.55,179.5,1107.5,8.563,127.82,21.75,87.63,123.3,504.9,100.46,24.1,54.51,43.815,31.09,116.06,23.73,101.32,100.06,37.0,146.45,28.32,10.852,73.14,610.7,26.295,22.075,16.99,164.55,310.1,48.265,48.64,23.38,41.72,12.282,75.92,20.355,338.85,10.774,9.304,35.78
2022-07-13,43.97,181.55,1102.0,8.403,125.88,21.335,86.66,121.65,500.0,101.28,23.45,53.68,42.73,31.12,114.76,23.225,101.02,99.22,37.025,147.05,27.91,10.862,72.66,606.2,26.14,22.0,16.71,162.75,311.5,48.345,48.5,23.25,41.16,12.012,75.9,19.904,336.0,10.72,9.454,34.79
2022-07-14,43.12,178.1,1095.5,8.153,124.44,20.75,85.23,120.25,496.75,99.62,23.26,53.04,41.105,31.295,113.14,22.685,100.72,98.47,37.07,146.0,27.68,10.874,71.54,606.4,26.235,21.265,16.39,159.9,315.3,46.09,47.2,22.52,40.71,11.686,77.5,19.178,334.8,10.532,9.494,33.44
2022-07-15,44.29,180.7,1123.0,8.243,127.02,20.95,87.77,122.6,496.9,103.72,23.8,53.69,41.575,32.295,117.56,24.26,103.94,100.2,37.99,151.15,28.13,11.032,73.14,608.4,27.155,21.465,16.41,165.15,317.7,47.535,48.625,22.81,41.655,11.966,78.86,19.504,340.4,10.552,9.574,35.16
2022-07-18,44.5,180.75,1139.5,8.448,127.0,21.115,87.83,122.9,510.8,104.34,24.79,53.52,42.45,32.64,118.62,24.795,104.28,99.85,38.405,149.45,28.41,11.198,74.02,614.3,27.435,21.925,16.835,165.4,321.5,48.645,49.37,23.43,42.36,12.254,78.42,20.17,342.2,10.5,9.77,36.25
2022-07-19,46.41,181.85,1173.5,8.648,129.06,21.4,90.01,124.5,528.3,105.84,24.14,54.62,43.9,33.03,121.14,25.89,104.22,101.0,38.125,153.45,28.83,11.506,75.34,628.1,27.89,22.7,16.99,167.5,322.6,49.1,50.43,24.24,43.325,12.716,79.1,20.97,347.2,10.546,9.856,37.22
2022-07-20,47.12,182.0,1175.5,8.71,128.6,21.195,88.92,122.2,526.8,104.66,23.24,54.02,44.525,33.73,122.5,25.87,103.68,98.84,39.16,153.55,28.72,11.47,76.42,625.7,28.08,22.98,17.105,167.05,323.2,49.2,49.85,23.76,43.43,12.62,79.54,20.94,344.1,10.432,10.01,37.36
